plan_index,t_plan,req_id,subtask_index,t_img,u_exp
0,0.0,4b139b50,0,2790.0,0.108
1,0.0,4b139b50,0,2790.0,0.108
2,0.0,4b139b50,0,2790.0,0.108
3,0.0,4b139b50,0,2790.0,0.108
4,0.0,4b139b50,0,2790.0,0.108
5,0.0,4b139b50,0,2790.0,0.108
6,0.0,4b139b50,0,2790.0,0.108
7,0.0,4b139b50,0,2790.0,0.108
8,2790.0,4b139b74,0,2830.0,0.107
9,2830.0,4b139ba6,0,2930.0,0.107
10,2930.0,4b139b97,0,2960.0,0.107
11,2960.0,4b139b81,0,3000.0,0.107
12,3000.0,4b139b68,0,3720.0,0.106
13,3720.0,4b139bae,0,3740.0,0.106
14,3740.0,4b139b83,0,3820.0,0.106
15,3820.0,4b139baf,0,3980.0,0.106
16,3980.0,4b139ba8,0,4020.0,0.106
17,4020.0,4b139b80,0,4200.0,0.106
18,4200.0,4b139b6f,0,4230.0,0.106
19,4230.0,4b139b61,0,8630.0,0.1
20,8630.0,4b139b6e,0,8860.0,0.1
21,8860.0,4b139b73,0,8870.0,0.1
22,8870.0,b9e67b12,0,8880.0,0.643
23,8880.0,4b139b95,0,8900.0,0.1
24,8900.0,4b139b9d,0,8940.0,0.1
25,8940.0,4b139bad,0,8980.0,0.1
26,8980.0,4b139b87,0,9190.0,0.099
27,9190.0,4b139b71,0,9200.0,0.099
28,9200.0,4b139bac,0,9850.0,0.098
29,9850.0,4b139b67,0,10780.0,0.097
30,10780.0,4b139b8c,0,10800.0,0.097
31,10800.0,4b139b4e,0,10830.0,0.097
32,10830.0,4b139b53,0,11080.0,0.097
33,11080.0,4b139b5f,0,14960.0,0.092
34,14960.0,4b139b7f,0,15080.0,0.092
35,15080.0,4b139b85,0,25090.0,0.079
36,25090.0,4b139b82,0,25100.0,0.079
37,25100.0,4b139b94,0,25130.0,0.079
38,25130.0,4b139b5c,0,25160.0,0.079
39,25160.0,4b139b90,0,26870.0,0.077
40,26870.0,4b139b8e,0,27570.0,0.076
41,27570.0,4b139b66,0,27650.0,0.076
42,27650.0,4b139bb0,0,27690.0,0.076
43,27690.0,4b139b91,0,28780.0,0.074
44,28780.0,4b139b9f,0,33430.0,0.068
45,33430.0,2d34c4a6,0,33440.0,0.541
46,33440.0,4b139b69,0,33460.0,0.068
47,33460.0,4b139b84,0,33600.0,0.068
48,33600.0,4b139b7a,0,35150.0,0.066
49,35150.0,4b139b96,0,37730.0,0.063
50,37730.0,4b139b99,0,38070.0,0.062
51,38070.0,4b139ba3,0,38480.0,0.062
52,38480.0,4b139bb1,0,41330.0,0.058
53,41330.0,4b139bab,0,44010.0,0.055
54,44010.0,4b139b8d,0,44350.0,0.054
55,44350.0,4b139b52,0,44400.0,0.054
56,44400.0,4b139b8f,0,50100.0,0.047
57,50100.0,4b139b5a,0,50220.0,0.047
58,50220.0,4b139b77,0,50320.0,0.046
59,50320.0,4b139ba4,0,50670.0,0.046
60,50670.0,4b139b98,0,55290.0,0.04
61,55290.0,4b139ba2,0,55330.0,0.04
62,55330.0,02c43644,0,55340.0,0.785
63,55340.0,4b139b6a,0,55720.0,0.039
64,55720.0,4b139b7c,0,56170.0,0.039
65,56170.0,4b139ba5,0,56630.0,0.038
66,56630.0,4b139b79,0,62320.0,0.031
67,62320.0,4b139b75,0,68380.0,0.023
68,68380.0,4b139b59,0,68400.0,0.023
69,68400.0,4b139b5b,0,68420.0,0.023
70,68420.0,4b139b72,0,69000.0,0.022
71,69000.0,4b139ba7,0,69200.0,0.022
72,69200.0,4b139b63,0,72540.0,0.018
73,72540.0,4b139b9a,0,73030.0,0.017
74,73030.0,4b139b7e,0,75110.0,0.015
75,75110.0,4b139b76,0,75350.0,0.014
76,75350.0,4b139b62,0,81220.0,0.007
77,81220.0,4b139b54,0,85720.0,0.001
78,85720.0,4b139b56,0,85770.0,0.001
79,85770.0,4b139b8b,0,85990.0,0.001
