routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.017,0.052,0.0,432
__check_action_completion,0.0,0.0,0.0,432
preplanner/update_percepts,0.0,0.005,0.0,432
preplanner/needs_planning,0.0,0.0,0.0,432
preplanner/calculate_access_opportunities,0.098,0.095,0.058,70
preplanner/_schedule_observations,0.211,0.256,0.126,70
preplanner/is_observation_path_valid,0.0,0.0,0.0,70
preplanner/_schedule_broadcasts,0.069,0.114,0.0,70
preplanner/_schedule_maneuvers,0.0,0.0,0.0,70
preplanner/__schedule_periodic_replan,0.003,0.015,0.0,70
preplanner/generate_plan,0.285,0.326,0.144,70
replanner/compile_new_measurement_request_bids,0.0,0.0,0.0,432
replanner/update_percepts,0.001,0.003,0.0,432
replanner/check_request_completion,0.0,0.003,0.0,432
replanner/check_request_end_time,0.0,0.0,0.0,432
replanner/compare_bids,0.0,0.003,0.0,432
replanner/consensus_phase,0.0,0.004,0.0,432
replanner/is_observation_path_valid,0.0,0.0,0.0,2098
replanner/_get_available_requests,0.013,0.074,0.0,406
replanner/needs_planning,0.006,0.034,0.0,432
replanner/planning_phase,0.615,1.844,0.056,17
replanner/_schedule_observations,0.0,0.0,0.0,17
replanner/_schedule_maneuvers,0.023,0.032,0.002,17
replanner/_schedule_broadcasts,0.052,0.054,0.024,17
replanner/_schedule_waits,0.0,0.0,0.0,17
replanner/generate_plan,0.692,1.831,0.154,17
replanner/calc_imaging_time,0.179,0.184,0.102,16
