req_id,measurer,measurement,pos,t_start,t_end,t_corr,t_img,u_max,u_exp,u
b5430db0,img_1,visible,"[2466.5311418031138, 2887.568593204799, 5124.333557393622]",0.0,86400.0,86400.0,20.0,1.0,0.11108539094650206,0.3332561728395062
b5430dc4,sar_0,sar,"[3646.401516137588, 3394.132650498894, 3982.9941244376128]",0.0,86400.0,86400.0,60.0,1.0,0.11103395061728395,0.33310185185185187
b5430dc0,img_1,visible,"[2630.7918613465945, 3624.2246161481426, 4541.426293066536]",0.0,86400.0,86400.0,140.0,1.0,0.11093106995884773,0.3327932098765432
b5430de4,sar_0,sar,"[3189.920123731725, 2883.3712928389405, 4710.753894359306]",0.0,86400.0,86400.0,180.0,1.0,0.11087962962962962,0.3326388888888889
b5430d99,img_1,visible,"[2278.1587386860174, 3900.88034761457, 4502.637886430648]",0.0,86400.0,86400.0,190.0,1.0,0.1108667695473251,0.3326003086419753
b5430dd6,sar_0,sar,"[2985.572322411262, 2952.5368728689937, 4800.990166973736]",0.0,86400.0,86400.0,210.0,1.0,0.11084104938271605,0.33252314814814815
b5430dbf,img_1,visible,"[2554.4976095174534, 4002.3676229056555, 4258.663879136723]",0.0,86400.0,86400.0,220.0,1.0,0.11082818930041151,0.33248456790123454
b5430db0,sar_0,sar,"[2466.5311418031138, 2887.568593204799, 5124.333557393622]",0.0,86400.0,86400.0,300.0,1.0,0.1107253086419753,0.33217592592592593
b5430dc3,thm_0,thermal,"[-527.0624668467872, -2789.5682143175945, 5711.491661123915]",0.0,86400.0,86400.0,370.0,1.0,0.11063528806584362,0.3319058641975309
b5430df1,thm_0,thermal,"[-484.4989370054224, -3071.0458366365833, 5569.071817699554]",0.0,86400.0,86400.0,410.0,1.0,0.11058384773662551,0.33175154320987654
b5430dd2,thm_0,thermal,"[818.7321547956416, -3678.3130987807453, 5145.902551294512]",0.0,86400.0,86400.0,630.0,1.0,0.11030092592592591,0.33090277777777777
b5430ddb,thm_0,thermal,"[915.182958438889, -3660.6480566836904, 5142.24840114309]",0.0,86400.0,86400.0,640.0,1.0,0.1102880658436214,0.3308641975308642
b5430de9,sar_0,sar,"[92.8222404535489, 2374.588584819626, 5918.896497312586]",0.0,86400.0,86400.0,690.0,1.0,0.11022376543209875,0.33067129629629627
b5430dea,thm_0,thermal,"[1114.333336214432, -3833.71379265699, 4974.085085035284]",0.0,86400.0,86400.0,690.0,1.0,0.11022376543209875,0.33067129629629627
b5430df4,thm_0,thermal,"[1467.2017196260167, -3768.642845538931, 4932.065782009845]",0.0,86400.0,86400.0,730.0,1.0,0.11017232510288066,0.330516975308642
b5430d93,img_0,visible,"[615.1169652280624, -4623.9846114218435, 4349.829892513073]",0.0,86400.0,86400.0,750.0,1.0,0.11014660493827161,0.3304398148148148
b5430d98,img_0,visible,"[898.8023036626364, -4584.657516159214, 4342.08389368898]",0.0,86400.0,86400.0,780.0,1.0,0.11010802469135803,0.3303240740740741
b5430d9a,img_0,visible,"[1116.7695837167582, -4411.567404308492, 4468.950815964037]",0.0,86400.0,86400.0,810.0,1.0,0.11006944444444444,0.3302083333333333
b5430dea,img_0,visible,"[1114.333336214432, -3833.71379265699, 4974.085085035284]",0.0,86400.0,86400.0,920.0,1.0,0.10992798353909464,0.32978395061728394
b5430ddb,img_0,visible,"[915.182958438889, -3660.6480566836904, 5142.24840114309]",0.0,86400.0,86400.0,950.0,1.0,0.10988940329218107,0.3296682098765432
