req_id,measurer,measurement,pos,t_start,t_end,t_corr,t_img,u_max,u_exp,u
aee676df,img_1,visible,"[2278.1587386860174, 3900.88034761457, 4502.637886430648]",0,86400,86400,130.0,1,0.11094393004115227,0.3328317901234568
aee676e2,img_1,visible,"[2900.265884658504, 3836.635861214348, 4189.189149239713]",0,86400,86400,140.0,1,0.11093106995884773,0.3327932098765432
aee676d9,img_0,visible,"[615.1169652280624, -4623.9846114218435, 4349.829892513073]",0,86400,86400,700.0,1,0.11021090534979423,0.3306327160493827
aee676de,img_0,visible,"[898.8023036626364, -4584.657516159214, 4342.08389368898]",0,86400,86400,720.0,1,0.11018518518518518,0.33055555555555555
aee676e0,img_0,visible,"[1116.7695837167582, -4411.567404308492, 4468.950815964037]",0,86400,86400,760.0,1,0.11013374485596707,0.3304012345679012
aee676f0,img_0,visible,"[1641.7518519186995, -3405.449098698736, 5136.943639390175]",0,86400,86400,960.0,1,0.10987654320987655,0.10987654320987655
aee676e3,img_0,visible,"[2736.52253427604, 1646.404831704202, 5520.997936145076]",0,86400,86400,1760.0,1,0.1088477366255144,0.32654320987654323
aee676e5,img_0,visible,"[2565.1049027893, 1740.7222025433125, 5574.113894838959]",0,86400,86400,1770.0,1,0.10883487654320986,0.3265046296296296
aee676e2,img_0,visible,"[2900.265884658504, 3836.635861214348, 4189.189149239713]",0,86400,86400,2150.0,1,0.10834619341563785,0.32503858024691357
aee676d9,img_2,visible,"[615.1169652280624, -4623.9846114218435, 4349.829892513073]",0,86400,86400,2710.0,1,0.10762602880658435,0.3228780864197531
aee676de,thm_2,thermal,"[898.8023036626364, -4584.657516159214, 4342.08389368898]",0,86400,86400,2710.0,1,0.10762602880658435,0.3228780864197531
aee676e0,thm_2,thermal,"[1116.7695837167582, -4411.567404308492, 4468.950815964037]",0,86400,86400,2720.0,1,0.10761316872427984,0.3228395061728395
aee676da,img_2,visible,"[406.4029578767419, -4426.166406887765, 4574.3316709378405]",0,86400,86400,2730.0,1,0.1076003086419753,0.3228009259259259
aee676da,thm_2,thermal,"[406.4029578767419, -4426.166406887765, 4574.3316709378405]",0,86400,86400,2760.0,1,0.10756172839506173,0.3226851851851852
aee676e1,sar_1,sar,"[6014.1031452935595, 1558.3861246245847, 1443.128097476237]",0,86400,86400,3500.0,1,0.10661008230452675,0.31983024691358025
aee676e9,thm_1,thermal,"[-1198.1385881205426, -3088.9038212981127, 5450.11557380246]",0,86400,86400,4330.0,1,0.10554269547325103,0.3166280864197531
aee676da,thm_1,thermal,"[406.4029578767419, -4426.166406887765, 4574.3316709378405]",0,86400,86400,4670.0,1,0.1051054526748971,0.3153163580246913
aee676d9,thm_1,thermal,"[615.1169652280624, -4623.9846114218435, 4349.829892513073]",0,86400,86400,4730.0,1,0.10502829218106996,0.3150848765432099
aee676de,thm_1,thermal,"[898.8023036626364, -4584.657516159214, 4342.08389368898]",0,86400,86400,4750.0,1,0.1050025720164609,0.3150077160493827
aee676ee,sar_0,sar,"[6339.582837425502, 6.67719246008391, 700.1910624240797]",0,86400,86400,5340.0,1,0.10424382716049382,0.3127314814814815
aee676e3,sar_0,sar,"[2736.52253427604, 1646.404831704202, 5520.997936145076]",0,86400,86400,6300.0,1,0.10300925925925926,0.3090277777777778
aee676e5,sar_0,sar,"[2565.1049027893, 1740.7222025433125, 5574.113894838959]",0,86400,86400,6330.0,1,0.10297067901234566,0.308912037037037
aee676e9,thm_0,thermal,"[-1198.1385881205426, -3088.9038212981127, 5450.11557380246]",0,86400,86400,6390.0,1,0.10289351851851852,0.30868055555555557
aee676e7,thm_0,thermal,"[2188.0364936445694, -5708.670852100328, -1817.7447747792826]",0,86400,86400,7800.0,1,0.10108024691358025,0.30324074074074076
aee676ed,thm_0,thermal,"[2549.560557488089, -4846.34511903818, -3270.0615609271817]",0,86400,86400,8070.0,1,0.10073302469135803,0.3021990740740741
aee676e3,sar_2,sar,"[2736.52253427604, 1646.404831704202, 5520.997936145076]",0,86400,86400,8300.0,1,0.10043724279835392,0.30131172839506176
aee676e5,sar_2,sar,"[2565.1049027893, 1740.7222025433125, 5574.113894838959]",0,86400,86400,8330.0,1,0.10039866255144032,0.301195987654321
aee676e9,thm_2,thermal,"[-1198.1385881205426, -3088.9038212981127, 5450.11557380246]",0,86400,86400,8380.0,1,0.1003343621399177,0.3010030864197531
aee676eb,img_2,visible,"[-1856.1026227263917, -4408.760976230428, 4218.806984178539]",0,86400,86400,8580.0,1,0.10007716049382716,0.3002314814814815
aee676e8,thm_2,thermal,"[569.1777782846607, -6232.4007382123455, 1230.3821993246002]",0,86400,86400,9260.0,1,0.09920267489711933,0.297608024691358
aee676e3,sar_1,sar,"[2736.52253427604, 1646.404831704202, 5520.997936145076]",0,86400,86400,10350.0,1,0.09780092592592593,0.2934027777777778
aee676e5,sar_1,sar,"[2565.1049027893, 1740.7222025433125, 5574.113894838959]",0,86400,86400,10380.0,1,0.09776234567901233,0.293287037037037
