routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.005,0.0,1552
__check_action_completion,0.0,0.004,0.0,1552
replanner/__get_new_requests,0.0,0.0,0.0,1552
replanner/__update_performed_requests,0.0,0.0,0.0,1552
replanner/_update_access_times,0.016,0.583,0.0,1552
replanner/update_percepts,0.016,0.583,0.0,1552
replanner/compile_external_plan_bids,0.0,0.0,0.0,1552
replanner/compile_new_measurement_request_bids,0.001,0.0,0.001,1552
replanner/check_request_completion,0.0,0.0,0.0,1552
replanner/check_request_end_time,0.0,0.0,0.0,1552
replanner/compare_bids,0.007,0.131,0.0,1552
replanner/consensus_phase,0.007,0.131,0.0,1552
replanner/needs_planning,0.046,0.143,0.018,1552
replanner/calc_imaging_time,0.015,0.041,0.01,2445
replanner/calc_path_bid,0.029,0.066,0.02,2445
replanner/planning_phase,1.586,3.764,1.136,78
replanner/_schdule_measurements,0.001,0.006,0.0,78
replanner/_schedule_broadcasts,0.052,0.088,0.033,78
replanner/_schedule_maneuvers,0.024,0.074,0.01,78
replanner/_plan_from_path,0.081,0.129,0.043,78
replanner/generate_plan,1.722,4.264,1.18,78
