routine,t_avg,t_std,t_med,n
check_action_statuses,0.001,0.005,0.0,7049
update_state,0.0,0.0,0.0,7049
sense_environment,0.061,0.033,0.057,7048
update_state_environment,0.0,0.004,0.0,7048
get_environment_broadcasts,0.004,0.012,0.0,7048
get_agent_broadcasts,0.012,0.021,0.0,7048
sense,0.079,0.038,0.073,7048
think,0.148,0.427,0.128,7048
perform_broadcast,0.002,0.007,0.0,1260
do,0.046,0.045,0.034,7048
perform_wait_for_messages,0.045,0.047,0.03,5789
perform_state_change,0.043,0.041,0.03,964
perform_observation,0.05,0.032,0.042,1230
