routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.002,0.015,0.0,8846
__check_action_completion,0.0,0.0,0.0,8846
preplanner/update_percepts,0.001,0.011,0.0,8846
preplanner/needs_planning,0.0,0.0,0.0,8846
preplanner/calculate_access_times,0.607,0.0,0.607,1
preplanner/_schedule_observations,25.188,0.0,25.188,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_schedule_broadcasts,124.093,0.0,124.093,1
preplanner/_schedule_maneuvers,1.738,0.0,1.738,1
preplanner/__schedule_periodic_replan,0.249,0.0,0.249,1
preplanner/generate_plan,151.754,0.0,151.754,1
replanner/compile_new_measurement_request_bids,0.0,0.0,0.0,8846
replanner/update_percepts,0.006,0.042,0.001,8846
replanner/check_request_completion,0.0,0.001,0.0,8846
replanner/check_request_end_time,0.0,0.0,0.0,8846
replanner/compare_bids,0.0,0.003,0.0,8846
replanner/consensus_phase,0.0,0.003,0.0,8846
replanner/is_observation_path_valid,0.002,0.027,0.001,696645
replanner/needs_planning,0.015,0.065,0.0,8846
replanner/_get_available_requests,0.267,0.495,0.121,1476
replanner/planning_phase,6.362,8.776,3.104,523
replanner/_schedule_observations,1.752,2.891,0.561,523
replanner/_schedule_maneuvers,0.296,0.386,0.227,523
replanner/_schedule_broadcasts,0.038,0.133,0.015,523
replanner/_schedule_waits,0.0,0.0,0.0,523
replanner/generate_plan,8.491,9.144,7.335,523
replanner/calc_imaging_time,0.026,0.061,0.009,544
