routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.006,0.026,0.0,5842
__check_action_completion,0.0,0.006,0.0,5842
preplanner/update_percepts,0.002,0.009,0.0,5842
preplanner/needs_planning,0.0,0.0,0.0,5842
preplanner/calculate_access_times,0.359,0.0,0.359,1
preplanner/_schedule_observations,5.203,0.0,5.203,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_schedule_broadcasts,140.01,0.0,140.01,1
preplanner/_schedule_maneuvers,1.728,0.0,1.728,1
preplanner/__schedule_periodic_replan,0.049,0.0,0.049,1
preplanner/generate_plan,148.039,0.0,148.039,1
replanner/compile_new_measurement_request_bids,0.0,0.0,0.0,5842
replanner/update_percepts,0.012,0.051,0.001,5842
replanner/check_request_completion,0.0,0.002,0.0,5842
replanner/check_request_end_time,0.0,0.0,0.0,5842
replanner/compare_bids,0.0,0.004,0.0,5842
replanner/consensus_phase,0.0,0.004,0.0,5842
replanner/is_observation_path_valid,0.005,0.045,0.001,347005
replanner/needs_planning,0.032,0.116,0.0,5842
replanner/_get_available_requests,0.433,0.719,0.166,1477
replanner/planning_phase,4.086,11.555,0.889,422
replanner/_schedule_observations,3.552,3.36,2.577,422
replanner/_schedule_maneuvers,0.406,0.466,0.295,422
replanner/_schedule_broadcasts,0.061,0.157,0.015,422
replanner/_schedule_waits,0.0,0.0,0.0,422
replanner/generate_plan,8.234,12.073,5.333,422
replanner/calc_imaging_time,0.084,0.097,0.042,65
