req_id,measurer,measurement,pos,t_start,t_end,t_corr,t_img,u_max,u_exp,u
7fe32423,thm_0,thermal,"[-527.0624668467872, -2789.5682143175945, 5711.491661123915]",0,86400,86400,310.0,1,0.11071244855967079,0.11071244855967079
7fe32451,thm_0,thermal,"[-484.4989370054224, -3071.0458366365833, 5569.071817699554]",0,86400,86400,350.0,1,0.11066100823045268,0.11066100823045268
7fe32432,thm_0,thermal,"[818.7321547956416, -3678.3130987807453, 5145.902551294512]",0,86400,86400,570.0,1,0.11037808641975308,0.11037808641975308
7fe3243b,thm_0,thermal,"[915.182958438889, -3660.6480566836904, 5142.24840114309]",0,86400,86400,580.0,1,0.11036522633744855,0.11036522633744855
7fe3244a,thm_0,thermal,"[1114.333336214432, -3833.71379265699, 4974.085085035284]",0,86400,86400,630.0,1,0.11030092592592591,0.11030092592592591
7fe32454,thm_0,thermal,"[1467.2017196260167, -3768.642845538931, 4932.065782009845]",0,86400,86400,670.0,1,0.11024948559670783,0.11024948559670783
7fe32435,sar_0,sar,"[4761.341884619495, -4113.3787273239095, -1044.203794642067]",0,86400,86400,1410.0,1,0.10929783950617283,0.10929783950617283
7fe3243e,sar_0,sar,"[4120.5546538434155, -4849.729988828745, -426.3461522310145]",0,86400,86400,1620.0,1,0.10902777777777778,0.10902777777777778
7fe3243e,thm_0,thermal,"[4120.5546538434155, -4849.729988828745, -426.3461522310145]",0,86400,86400,1630.0,1,0.10901491769547324,0.10901491769547324
7fe32435,thm_0,thermal,"[4761.341884619495, -4113.3787273239095, -1044.203794642067]",0,86400,86400,1780.0,1,0.10882201646090535,0.10882201646090535
7fe323f8,sar_0,sar,"[898.8023036626364, -4584.657516159214, 4342.08389368898]",0,86400,86400,2430.0,1,0.10798611111111112,0.10798611111111112
7fe323fa,sar_0,sar,"[1116.7695837167582, -4411.567404308492, 4468.950815964037]",0,86400,86400,2440.0,1,0.10797325102880657,0.10797325102880657
7fe32418,sar_0,sar,"[122.68746765659947, -4156.697815105327, 4836.055595271449]",0,86400,86400,2580.0,1,0.1077932098765432,0.1077932098765432
7fe32441,sar_0,sar,"[-486.6518092197806, -3405.35416040655, 5370.973442511386]",0,86400,86400,2740.0,1,0.10758744855967078,0.10758744855967078
7fe32443,sar_0,sar,"[-729.3680464732021, -3221.3693153788217, 5456.319698120459]",0,86400,86400,2780.0,1,0.10753600823045267,0.10753600823045267
7fe32451,sar_0,sar,"[-484.4989370054224, -3071.0458366365833, 5569.071817699554]",0,86400,86400,2790.0,1,0.10752314814814813,0.10752314814814813
7fe32423,sar_0,sar,"[-527.0624668467872, -2789.5682143175945, 5711.491661123915]",0,86400,86400,2820.0,1,0.10748456790123456,0.10748456790123456
7fe32403,thm_0,thermal,"[-1198.1385881205426, -3088.9038212981127, 5450.11557380246]",0,86400,86400,6390.0,1,0.10289351851851852,0.10289351851851852
7fe32443,thm_0,thermal,"[-729.3680464732021, -3221.3693153788217, 5456.319698120459]",0,86400,86400,6440.0,1,0.10282921810699587,0.10282921810699587
7fe3240d,thm_0,thermal,"[-806.4602737939348, -3452.015102149385, 5302.248223414524]",0,86400,86400,6470.0,1,0.1027906378600823,0.1027906378600823
7fe32439,thm_0,thermal,"[-617.3455133490522, -3774.054347530024, 5104.5098648562935]",0,86400,86400,6530.0,1,0.10271347736625515,0.10271347736625515
7fe32412,thm_0,thermal,"[-660.1806065812407, -3881.037609803973, 5018.20000591435]",0,86400,86400,6550.0,1,0.10268775720164608,0.10268775720164608
7fe32417,thm_0,thermal,"[-601.3874084163035, -3916.925513578674, 4997.66449128515]",0,86400,86400,6560.0,1,0.10267489711934155,0.10267489711934155
7fe32428,thm_0,thermal,"[-324.558269512991, -4107.041814579686, 4869.034003204581]",0,86400,86400,6610.0,1,0.10261059670781893,0.10261059670781893
7fe3241e,sar_0,sar,"[3277.8176032855904, -4291.577384423206, -3393.9502021208355]",0,86400,86400,6920.0,1,0.1022119341563786,0.1022119341563786
7fe32401,thm_0,thermal,"[2188.0364936445694, -5708.670852100328, -1817.7447747792826]",0,86400,86400,7800.0,1,0.10108024691358025,0.10108024691358025
7fe32445,thm_0,thermal,"[2352.583818388748, -5546.545150404478, -2093.277079929382]",0,86400,86400,7860.0,1,0.10100308641975309,0.10100308641975309
7fe32407,thm_0,thermal,"[2549.560557488089, -4846.34511903818, -3270.0615609271817]",0,86400,86400,8070.0,1,0.10073302469135803,0.10073302469135803
7fe32403,sar_0,sar,"[-1198.1385881205426, -3088.9038212981127, 5450.11557380246]",0,86400,86400,8610.0,1,0.10003858024691356,0.10003858024691356
7fe3243d,sar_0,sar,"[-2446.616749910918, 4967.571084370409, 3165.1108451616715]",0,86400,86400,9950.0,1,0.09831532921810698,0.09831532921810698
7fe3243a,sar_0,sar,"[-1548.0746356668826, 6030.6075640816625, 1384.1459431084477]",0,86400,86400,10270.0,1,0.09790380658436212,0.09790380658436212
7fe3244b,thm_0,thermal,"[-1931.5639588302697, 3677.107219127641, 4840.306378047263]",0,86400,86400,11370.0,1,0.09648919753086418,0.09648919753086418
7fe32447,thm_0,thermal,"[-2284.6961671287304, 2998.3482742525125, 5144.967804716757]",0,86400,86400,11490.0,1,0.09633487654320988,0.09633487654320988
7fe32405,thm_0,thermal,"[-1856.1026227263917, -4408.760976230428, 4218.806984178539]",0,86400,86400,12700.0,1,0.09477880658436214,0.09477880658436214
7fe32455,sar_0,sar,"[1290.0352212883015, -4167.828046186687, -4652.487632077381]",0,86400,86400,12720.0,1,0.09475308641975308,0.09475308641975308
7fe32455,thm_0,thermal,"[1290.0352212883015, -4167.828046186687, -4652.487632077381]",0,86400,86400,14340.0,1,0.09266975308641975,0.09266975308641975
7fe32434,sar_0,sar,"[-2969.3278201307357, -1329.2062893815232, 5486.0664959735905]",0,86400,86400,14670.0,1,0.09224537037037037,0.09224537037037037
7fe323f6,sar_0,sar,"[-966.2673783683306, 3784.7800972079754, 5042.062041531944]",0,86400,86400,15500.0,1,0.09117798353909465,0.09117798353909465
7fe32431,sar_0,sar,"[-716.2424306388976, 3999.9215858364773, 4916.1211080576095]",0,86400,86400,15540.0,1,0.09112654320987654,0.09112654320987654
7fe3244f,sar_0,sar,"[-62.8042705525253, 5483.066332127065, 3257.7080720151566]",0,86400,86400,15870.0,1,0.09070216049382715,0.09070216049382715
7fe32422,thm_0,thermal,"[-192.75136345515094, 4071.550730397852, 4905.705272747292]",0,86400,86400,17310.0,1,0.08885030864197531,0.08885030864197531
7fe32431,thm_0,thermal,"[-716.2424306388976, 3999.9215858364773, 4916.1211080576095]",0,86400,86400,17360.0,1,0.08878600823045266,0.08878600823045266
7fe323f6,thm_0,thermal,"[-966.2673783683306, 3784.7800972079754, 5042.062041531944]",0,86400,86400,17420.0,1,0.08870884773662552,0.08870884773662552
7fe32416,thm_0,thermal,"[-723.1041925221145, 3465.7121585769582, 5305.335260096808]",0,86400,86400,17450.0,1,0.08867026748971193,0.08867026748971193
7fe32448,thm_0,thermal,"[-1105.7326004745605, 2672.4975525235704, 5684.693035633585]",0,86400,86400,17590.0,1,0.08849022633744855,0.08849022633744855
7fe32434,thm_0,thermal,"[-2969.3278201307357, -1329.2062893815232, 5486.0664959735905]",0,86400,86400,18270.0,1,0.08761574074074074,0.08761574074074074
7fe32448,sar_0,sar,"[-1105.7326004745605, 2672.4975525235704, 5684.693035633585]",0,86400,86400,21100.0,1,0.08397633744855967,0.08397633744855967
7fe3241b,sar_0,sar,"[478.3349041908774, 4101.260393861648, 4861.222229290922]",0,86400,86400,21440.0,1,0.08353909465020576,0.08353909465020576
7fe3242e,sar_0,sar,"[639.8946333568873, 4371.850326305561, 4599.791543533327]",0,86400,86400,21490.0,1,0.08347479423868312,0.08347479423868312
7fe323fe,sar_0,sar,"[1168.2031902749839, 4241.737257937686, 4617.74717824962]",0,86400,86400,21530.0,1,0.08342335390946501,0.08342335390946501
7fe32406,sar_0,sar,"[1023.8781830845029, 4590.759653442897, 4307.809412207338]",0,86400,86400,21570.0,1,0.08337191358024693,0.08337191358024693
7fe32433,sar_0,sar,"[1822.64555114836, 4465.581738960917, 4173.387783194316]",0,86400,86400,21650.0,1,0.08326903292181069,0.08326903292181069
7fe32433,thm_0,thermal,"[1822.64555114836, 4465.581738960917, 4173.387783194316]",0,86400,86400,23110.0,1,0.0813914609053498,0.0813914609053498
7fe323fe,thm_0,thermal,"[1168.2031902749839, 4241.737257937686, 4617.74717824962]",0,86400,86400,23240.0,1,0.08122427983539093,0.08122427983539093
7fe3244e,thm_0,thermal,"[834.2523869621194, 3580.8571874230406, 5211.7278727410985]",0,86400,86400,23360.0,1,0.08106995884773663,0.08106995884773663
7fe32420,sar_0,sar,"[2630.7918613465945, 3624.2246161481426, 4541.426293066536]",0,86400,86400,27450.0,1,0.07581018518518517,0.07581018518518517
7fe323fc,sar_0,sar,"[2900.265884658504, 3836.635861214348, 4189.189149239713]",0,86400,86400,27510.0,1,0.07573302469135801,0.07573302469135801
