Datametrics file based on GRID COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 1.0
time index,GP index,pnt-opt index,lat [deg],lon [deg],observation range [km],look angle [deg],incidence angle [deg],solar zenith [deg]
6,142,,-64.9,178.4,727.3,16.35,18.19,41.87
17,130,,-66.2,-164.5,706.1,-12.84,14.25,44.25
21,150,,-63.8,-160.3,684.2,-2.4,2.66,42.81
32,176,,-59.8,-149.5,677.3,3.85,4.26,42.7
160,546,,8.2,-104.6,643.7,11.35,12.49,85.3
176,596,,17.2,-100.7,637.0,6.37,7.01,nan
213,702,,37.3,-90.2,646.4,-0.43,0.48,nan
221,730,,42.6,-89.0,677.5,15.43,17.05,nan
232,757,,48.0,-84.7,683.9,15.39,17.02,nan
237,764,,49.2,-78.8,669.3,-9.17,10.13,nan
268,847,,62.7,-56.5,681.7,2.61,2.89,nan
268,851,,63.3,-56.8,685.6,6.39,7.07,nan
283,867,,66.0,-36.3,693.3,-3.36,3.73,nan
294,881,,68.0,-20.6,710.2,9.15,10.16,nan
297,864,,65.7,-15.7,715.6,-10.43,11.6,nan
299,887,,68.3,-12.2,729.4,14.38,16.01,nan
301,863,,65.6,-9.8,713.1,-7.98,8.87,nan
310,862,,65.5,2.2,716.3,5.9,6.56,nan
327,824,,59.3,20.8,725.2,2.63,2.93,nan
337,805,,56.4,30.6,763.7,15.85,17.73,nan
371,715,,39.4,46.7,785.3,15.94,17.87,nan
372,715,,39.4,46.7,786.6,16.12,18.08,nan
394,640,,26.3,50.8,762.7,-2.88,3.22,nan
422,562,,11.2,56.3,776.4,-7.51,8.42,nan
462,437,,-9.8,66.1,785.2,10.93,12.27,nan
474,397,,-16.9,68.1,771.1,5.65,6.33,86.05
502,330,,-32.4,74.0,758.4,-2.8,3.14,74.58
505,325,,-32.9,76.2,770.0,10.33,11.57,72.56
508,309,,-36.2,74.2,781.0,-14.08,15.79,73.1
519,279,,-41.8,78.2,766.3,-11.5,12.87,68.36
530,262,,-45.9,85.8,758.3,10.94,12.23,62.0
569,149,,-63.9,110.6,730.6,-10.53,11.73,50.92
570,146,,-64.1,112.1,725.8,-8.88,9.88,50.45
572,152,,-63.6,116.7,716.9,4.25,4.73,48.47
578,124,,-67.1,122.4,740.0,-15.44,17.21,48.97
