routine,t_avg,t_std,t_med,n
check_action_statuses,0.002,0.021,0.0,8632
update_state,0.0,0.0,0.0,8632
sense_environment,0.093,0.072,0.092,8631
update_state_environment,0.0,0.004,0.0,8631
get_environment_broadcasts,0.002,0.006,0.0,8631
get_agent_broadcasts,0.009,0.071,0.0,8631
sense,0.106,0.118,0.1,8631
think,0.493,2.914,0.03,8631
perform_broadcast,0.003,0.016,0.0,330
do,0.631,2.342,0.053,8631
perform_wait_for_messages,0.734,2.52,0.069,7372
perform_state_change,0.259,1.336,0.043,1173
perform_observation,0.036,0.03,0.024,1033
