routine,t_avg,t_std,t_med,n
check_action_statuses,0.001,0.008,0.0,11961
update_state,0.0,0.0,0.0,11961
sense_environment,0.116,0.063,0.109,11960
update_state_environment,0.001,0.008,0.0,11960
get_environment_broadcasts,0.004,0.014,0.0,11960
get_agent_broadcasts,0.018,0.034,0.0,11960
sense,0.139,0.071,0.131,11960
think,0.23,0.726,0.193,11960
perform_broadcast,0.004,0.015,0.0,1221
do,0.088,0.092,0.064,11960
perform_wait_for_messages,0.087,0.094,0.062,10739
perform_state_change,0.084,0.081,0.06,1581
perform_observation,0.093,0.072,0.077,1199
