routine,t_avg,t_std,t_med,n
check_action_statuses,0.003,0.019,0.0,3545
update_state,0.0,0.0,0.0,3545
sense_environment,0.173,0.097,0.164,3544
update_state_environment,0.002,0.012,0.0,3544
get_environment_broadcasts,0.014,0.028,0.0,3544
get_agent_broadcasts,0.065,0.098,0.0,3544
sense,0.257,0.128,0.239,3544
think,0.444,0.448,0.382,3544
perform_broadcast,0.005,0.017,0.0,1259
do,0.159,0.143,0.126,3544
perform_wait_for_messages,0.151,0.159,0.098,2286
perform_state_change,0.128,0.116,0.097,893
perform_observation,0.172,0.103,0.152,1230
