routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.001,0.0,1572
__check_action_completion,0.0,0.0,0.0,1572
replanner/__get_new_requests,0.0,0.0,0.0,1572
replanner/__update_performed_requests,0.0,0.0,0.0,1572
replanner/_update_access_times,0.015,0.519,0.0,1572
replanner/update_percepts,0.016,0.519,0.0,1572
replanner/compile_external_plan_bids,0.0,0.0,0.0,1572
replanner/compile_new_measurement_request_bids,0.001,0.002,0.001,1572
replanner/check_request_completion,0.0,0.0,0.0,1572
replanner/check_request_end_time,0.0,0.0,0.0,1572
replanner/compare_bids,0.007,0.152,0.0,1572
replanner/consensus_phase,0.007,0.152,0.0,1572
replanner/needs_planning,0.047,0.166,0.02,1572
replanner/calc_imaging_time,0.015,0.037,0.01,3049
replanner/calc_path_bid,0.03,0.068,0.02,3049
replanner/planning_phase,1.783,4.446,1.298,88
replanner/_schdule_measurements,0.001,0.003,0.0,88
replanner/_schedule_broadcasts,0.036,0.015,0.033,88
replanner/_schedule_maneuvers,0.023,0.051,0.01,88
replanner/_plan_from_path,0.062,0.067,0.043,88
replanner/generate_plan,1.846,4.474,1.342,88
