routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.009,0.052,0.0,9831
__check_action_completion,0.0,0.009,0.0,9831
preplanner/update_percepts,0.002,0.016,0.0,9831
preplanner/needs_planning,0.0,0.0,0.0,9831
preplanner/calculate_access_times,0.554,0.0,0.554,1
preplanner/_schedule_observations,8.079,0.0,8.079,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_schedule_broadcasts,275.176,0.0,275.176,1
preplanner/_schedule_maneuvers,7.46,0.0,7.46,1
preplanner/__schedule_periodic_replan,1.444,0.0,1.444,1
preplanner/generate_plan,295.171,0.0,295.171,1
replanner/compile_new_measurement_request_bids,0.0,0.013,0.0,9831
replanner/update_percepts,0.022,0.131,0.001,9831
replanner/check_request_completion,0.0,0.003,0.0,9831
replanner/check_request_end_time,0.0,0.0,0.0,9831
replanner/compare_bids,0.002,0.027,0.0,9831
replanner/consensus_phase,0.002,0.027,0.0,9831
replanner/is_observation_path_valid,0.01,0.075,0.001,612323
replanner/needs_planning,0.059,0.249,0.0,9831
replanner/_get_available_requests,1.754,2.115,0.774,1735
replanner/planning_phase,8.178,22.087,3.55,801
replanner/_schedule_observations,7.306,8.234,4.352,801
replanner/_schedule_maneuvers,3.13,4.814,0.605,801
replanner/_schedule_broadcasts,0.404,0.673,0.064,801
replanner/_schedule_waits,0.0,0.0,0.0,801
replanner/generate_plan,19.206,24.093,12.437,801
replanner/calc_imaging_time,0.092,0.121,0.029,176
