routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.008,0.02,0.0,2690
__check_action_completion,0.0,0.0,0.0,2690
preplanner/update_percepts,0.0,0.003,0.0,2690
preplanner/needs_planning,0.0,0.0,0.0,2690
preplanner/calculate_access_times,0.247,0.0,0.247,1
preplanner/_schedule_observations,2.013,0.0,2.013,1
preplanner/is_observation_path_valid,0.002,0.0,0.002,1
preplanner/_schedule_broadcasts,60.169,0.0,60.169,1
preplanner/_schedule_maneuvers,0.625,0.0,0.625,1
preplanner/__schedule_periodic_replan,0.415,0.0,0.415,1
preplanner/generate_plan,64.111,0.0,64.111,1
replanner/compile_new_measurement_request_bids,0.0,0.0,0.0,2690
replanner/update_percepts,0.012,0.04,0.001,2690
replanner/check_request_completion,0.0,0.0,0.0,2690
replanner/check_request_end_time,0.0,0.0,0.0,2690
replanner/compare_bids,0.0,0.0,0.0,2690
replanner/consensus_phase,0.0,0.002,0.0,2690
replanner/is_observation_path_valid,0.001,0.026,0.0,17641
replanner/needs_planning,0.001,0.007,0.0,2690
replanner/_get_available_requests,0.003,0.014,0.0,985
replanner/planning_phase,0.653,1.764,0.0,17
replanner/_schedule_observations,1.284,2.349,0.705,17
replanner/_schedule_maneuvers,0.144,0.14,0.082,17
replanner/_schedule_broadcasts,0.036,0.083,0.011,17
replanner/_schedule_waits,0.0,0.0,0.0,17
replanner/generate_plan,2.157,2.76,1.021,17
replanner/calc_imaging_time,0.221,0.141,0.221,2
