routine,t_avg,t_std,t_med,n
check_action_statuses,0.003,0.018,0.0,155
update_state,0.0,0.0,0.0,155
sense_environment,0.176,0.098,0.168,154
update_state_environment,0.0,0.001,0.0,154
get_environment_broadcasts,0.0,0.0,0.0,154
get_agent_broadcasts,0.0,0.0,0.0,154
sense,0.18,0.099,0.171,154
think,0.967,6.885,0.09,154
perform_broadcast,0.015,0.045,0.0,13
do,0.093,0.079,0.072,154
perform_wait_for_messages,0.096,0.079,0.075,142
perform_state_change,0.094,0.078,0.075,131
perform_measurement,0.037,0.017,0.026,9
