routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.007,0.018,0.0,2679
__check_action_completion,0.0,0.0,0.0,2679
preplanner/update_percepts,0.0,0.003,0.0,2679
preplanner/needs_planning,0.0,0.0,0.0,2679
preplanner/calculate_access_times,0.217,0.0,0.217,1
preplanner/_schedule_observations,0.923,0.0,0.923,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_schedule_broadcasts,67.03,0.0,67.03,1
preplanner/_schedule_maneuvers,0.571,0.0,0.571,1
preplanner/__schedule_periodic_replan,0.03,0.0,0.03,1
preplanner/generate_plan,68.869,0.0,68.869,1
replanner/compile_new_measurement_request_bids,0.0,0.0,0.0,2679
replanner/update_percepts,0.011,0.038,0.001,2679
replanner/check_request_completion,0.0,0.0,0.0,2679
replanner/check_request_end_time,0.0,0.0,0.0,2679
replanner/compare_bids,0.0,0.0,0.0,2679
replanner/consensus_phase,0.0,0.001,0.0,2679
replanner/is_observation_path_valid,0.001,0.018,0.0,16179
replanner/needs_planning,0.001,0.009,0.0,2679
replanner/_get_available_requests,0.004,0.015,0.0,982
replanner/planning_phase,1.201,3.978,0.0,12
replanner/_schedule_observations,1.229,1.744,0.634,12
replanner/_schedule_maneuvers,0.146,0.118,0.139,12
replanner/_schedule_broadcasts,0.014,0.005,0.011,12
replanner/_schedule_waits,0.0,0.0,0.0,12
replanner/generate_plan,2.608,4.018,1.039,12
replanner/calc_imaging_time,0.101,0.13,0.031,4
