plan_index,t_plan,req_id,subtask_index,t_img,u_exp
0,0.0,0e5e7924,0,700.703,0.11
1,0.0,0e5e7924,0,700.703,0.11
2,700.703,0e5f6000,0,761.633,0.11
3,761.633,0e5fbc76,0,792.099,0.11
4,792.099,0e6049fc,0,1766.99,0.109
5,1766.99,0e60a41a,0,1797.455,0.109
6,1797.455,0e601c2a,0,2163.039,0.108
7,2163.039,0e6151bc,0,12917.303,0.094
8,12917.303,0e5fe994,0,14531.966,0.092
9,14531.966,0e5eaa0c,0,31653.486,0.07
10,31653.486,0e61267e,0,38294.93,0.062
11,38294.93,0e5e080e,0,53314.341,0.043
12,53314.341,0e617cdc,0,53375.272,0.042
13,53375.272,0e5f060a,0,73086.345,0.017
14,73086.345,0e60cf76,0,74548.682,0.015
15,74548.682,0e60fb18,0,76742.186,0.012
16,76742.186,0e607724,0,79088.017,0.009
