routine,t_avg,t_std,t_med,n
check_action_statuses,0.003,0.015,0.0,7208
update_state,0.0,0.0,0.0,7208
sense_environment,0.186,0.117,0.169,7208
update_state_environment,0.002,0.013,0.0,7208
get_environment_broadcasts,0.007,0.022,0.0,7208
get_agent_broadcasts,0.046,0.072,0.0,7208
sense,0.244,0.14,0.225,7208
think,0.377,1.798,0.289,7207
perform_broadcast,0.007,0.022,0.0,1196
do,0.152,0.162,0.108,7207
perform_wait_for_messages,0.145,0.167,0.092,6011
perform_state_change,0.141,0.131,0.103,872
perform_observation,0.18,0.13,0.153,1167
