GRID COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 1.0
time index,GP index,lat [deg],lon [deg]
0,4962,-0.4,-100.5
0,4993,0.2,-100.6
0,4994,0.2,-100.4
6,5161,3.3,-98.2
6,5230,4.6,-100.5
7,5161,3.3,-98.2
7,5230,4.6,-100.5
11,5386,7.4,-99.3
12,5386,7.4,-99.3
12,5399,7.7,-99.3
13,5399,7.7,-99.3
21,5652,12.1,-96.1
23,5701,12.9,-94.0
24,5701,12.9,-94.0
28,5913,16.9,-96.1
29,5913,16.9,-96.1
30,5900,16.7,-92.9
30,5981,18.1,-95.8
31,5900,16.7,-92.9
31,5981,18.1,-95.8
32,5933,17.5,-92.0
34,6027,19.1,-91.6
35,6027,19.1,-91.6
38,6158,21.5,-91.2
38,6204,22.3,-93.6
39,6158,21.5,-91.2
39,6204,22.3,-93.6
39,6256,23.1,-92.8
40,6242,22.9,-91.8
40,6256,23.1,-92.8
41,6242,22.9,-91.8
41,6309,24.1,-92.4
42,6309,24.1,-92.4
43,6340,24.7,-91.7
46,6433,26.3,-90.3
46,6438,26.4,-90.4
47,6433,26.3,-90.3
47,6438,26.4,-90.4
51,6543,28.1,-87.3
51,6608,29.1,-89.4
53,6671,30.1,-88.5
58,6813,32.6,-86.6
58,6849,33.2,-86.8
58,6868,33.6,-88.5
59,6849,33.2,-86.8
59,6868,33.6,-88.5
62,6912,34.6,-84.5
63,6912,34.6,-84.5
63,6969,35.7,-85.2
64,6969,35.7,-85.2
66,7033,36.6,-82.9
67,7033,36.6,-82.9
67,7090,37.7,-84.2
71,7216,39.9,-82.2
71,7270,41.0,-84.3
72,7216,39.9,-82.2
72,7237,40.4,-82.6
72,7270,41.0,-84.3
74,7258,40.8,-79.7
75,7258,40.8,-79.7
77,7346,42.6,-79.6
78,7357,42.8,-77.7
79,7357,42.8,-77.7
79,7358,42.8,-77.0
80,7358,42.8,-77.0
84,7587,47.1,-78.3
85,7587,47.1,-78.3
87,7640,47.9,-74.8
88,7640,47.9,-74.8
89,7685,48.6,-73.4
90,7685,48.6,-73.4
92,7827,50.9,-72.9
93,7827,50.9,-72.9
