routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.0,0.0,229
__check_action_completion,0.0,0.0,0.0,229
preplanner/__get_new_requests,0.0,0.0,0.0,229
preplanner/__update_performed_requests,0.0,0.0,0.0,229
preplanner/_update_access_times,0.045,0.673,0.0,229
preplanner/needs_planning,0.0,0.0,0.0,229
preplanner/_get_available_requests,0.0,0.0,0.0,1
preplanner/_schedule_measurements,0.354,0.0,0.354,1
preplanner/_schedule_broadcasts,0.027,0.0,0.027,2
preplanner/_schedule_maneuvers,0.079,0.0,0.079,1
preplanner/__schedule_periodic_replan,0.004,0.0,0.004,1
preplanner/generate_plan,0.471,0.0,0.471,1
replanner/__get_new_requests,0.0,0.0,0.0,229
replanner/__update_performed_requests,0.0,0.0,0.0,229
replanner/_update_access_times,0.032,0.478,0.0,229
