routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,370
update_state,0.0,0.0,0.0,370
sense_environment,0.043,0.02,0.04,369
update_state_environment,0.0,0.001,0.0,369
get_environment_broadcasts,0.001,0.002,0.0,369
get_agent_broadcasts,0.0,0.002,0.0,369
sense,0.045,0.019,0.041,369
think,0.031,0.017,0.03,369
perform_wait_for_messages,0.024,0.02,0.017,347
do,0.023,0.02,0.017,369
perform_state_change,0.028,0.013,0.02,23
perform_observation,0.014,0.012,0.007,21
perform_broadcast,0.004,0.0,0.004,1
