routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,171
update_state,0.0,0.0,0.0,171
sense_environment,0.078,0.059,0.064,170
update_state_environment,0.0,0.0,0.0,170
get_environment_broadcasts,0.0,0.0,0.0,170
get_agent_broadcasts,0.0,0.0,0.0,170
sense,0.079,0.059,0.065,170
think,0.535,3.25,0.03,170
perform_state_change,0.124,0.107,0.135,413
do,0.347,0.498,0.135,170
perform_measurement,0.07,0.051,0.048,18
perform_wait_for_messages,0.084,0.047,0.078,74
perform_broadcast,0.007,0.001,0.007,2
