routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0007,0.00362,2e-05,1204
__check_action_completion,6e-05,1e-05,6e-05,1204
preplanner/update_percepts,0.00011,6e-05,0.0001,1204
preplanner/needs_planning,0.0,0.0,0.0,1204
preplanner/calculate_access_opportunities,0.00941,0.0,0.00941,1
preplanner/_schedule_observations,0.0375,0.0,0.0375,1
preplanner/is_observation_path_valid,0.00017,0.0,0.00017,1
preplanner/_create_broadcast_path,0.02084,0.0,0.02084,1
preplanner/_schedule_broadcasts,0.05312,0.0,0.05312,1
preplanner/_schedule_maneuvers,0.03248,0.0,0.03248,1
preplanner/__schedule_periodic_replan,0.00101,0.0,0.00101,1
preplanner/generate_plan,0.12665,0.0,0.12665,1
replanner/needs_planning,0.0,0.0,0.0,1204
replanner/_create_broadcast_path,0.00702,0.00076,0.00655,6
