lat [deg],lon [deg]
9.0,-180.0
9.0,-178.989
9.0,-177.978
9.0,-176.966
9.0,-175.955
9.0,-174.944
9.0,-173.933
9.0,-172.921
9.0,-171.91
9.0,-170.899
9.0,-169.888
9.0,-168.876
9.0,-167.865
9.0,-166.854
9.0,-165.843
9.0,-164.831
9.0,-163.82
9.0,-162.809
9.0,-161.798
9.0,-160.787
9.0,-159.775
9.0,-158.764
9.0,-157.753
9.0,-156.742
9.0,-155.73
9.0,-154.719
9.0,-153.708
9.0,-152.697
9.0,-151.685
9.0,-150.674
9.0,-149.663
9.0,-148.652
9.0,-147.64
9.0,-146.629
9.0,-145.618
9.0,-144.607
9.0,-143.596
9.0,-142.584
9.0,-141.573
9.0,-140.562
9.0,-139.551
9.0,-138.539
9.0,-137.528
9.0,-136.517
9.0,-135.506
9.0,-134.494
9.0,-133.483
9.0,-132.472
9.0,-131.461
9.0,-130.449
9.0,-129.438
9.0,-128.427
9.0,-127.416
9.0,-126.404
9.0,-125.393
9.0,-124.382
9.0,-123.371
9.0,-122.36
9.0,-121.348
9.0,-120.337
9.0,-119.326
9.0,-118.315
9.0,-117.303
9.0,-116.292
9.0,-115.281
9.0,-114.27
9.0,-113.258
9.0,-112.247
9.0,-111.236
9.0,-110.225
9.0,-109.213
9.0,-108.202
9.0,-107.191
9.0,-106.18
9.0,-105.169
9.0,-104.157
9.0,-103.146
9.0,-102.135
9.0,-101.124
9.0,-100.112
9.0,-99.101
9.0,-98.09
9.0,-97.079
9.0,-96.067
9.0,-95.056
9.0,-94.045
9.0,-93.034
9.0,-92.022
9.0,-91.011
9.0,-90.0
9.0,-88.989
9.0,-87.978
9.0,-86.966
9.0,-85.955
9.0,-84.944
9.0,-83.933
9.0,-82.921
9.0,-81.91
9.0,-80.899
9.0,-79.888
9.0,-78.876
9.0,-77.865
9.0,-76.854
9.0,-75.843
9.0,-74.831
9.0,-73.82
9.0,-72.809
9.0,-71.798
9.0,-70.787
9.0,-69.775
9.0,-68.764
9.0,-67.753
9.0,-66.742
9.0,-65.73
9.0,-64.719
9.0,-63.708
9.0,-62.697
9.0,-61.685
9.0,-60.674
9.0,-59.663
9.0,-58.652
9.0,-57.64
9.0,-56.629
9.0,-55.618
9.0,-54.607
9.0,-53.596
9.0,-52.584
9.0,-51.573
9.0,-50.562
9.0,-49.551
9.0,-48.539
9.0,-47.528
9.0,-46.517
9.0,-45.506
9.0,-44.494
9.0,-43.483
9.0,-42.472
9.0,-41.461
9.0,-40.449
9.0,-39.438
9.0,-38.427
9.0,-37.416
9.0,-36.404
9.0,-35.393
9.0,-34.382
9.0,-33.371
9.0,-32.36
9.0,-31.348
9.0,-30.337
9.0,-29.326
9.0,-28.315
9.0,-27.303
9.0,-26.292
9.0,-25.281
9.0,-24.27
9.0,-23.258
9.0,-22.247
9.0,-21.236
9.0,-20.225
9.0,-19.213
9.0,-18.202
9.0,-17.191
9.0,-16.18
9.0,-15.169
9.0,-14.157
9.0,-13.146
9.0,-12.135
9.0,-11.124
9.0,-10.112
9.0,-9.101
9.0,-8.09
9.0,-7.079
9.0,-6.067
9.0,-5.056
9.0,-4.045
9.0,-3.034
9.0,-2.022
9.0,-1.011
9.0,0.0
9.0,1.011
9.0,2.022
9.0,3.034
9.0,4.045
9.0,5.056
9.0,6.067
9.0,7.079
9.0,8.09
9.0,9.101
9.0,10.112
9.0,11.124
9.0,12.135
9.0,13.146
9.0,14.157
9.0,15.169
9.0,16.18
9.0,17.191
9.0,18.202
9.0,19.213
9.0,20.225
9.0,21.236
9.0,22.247
9.0,23.258
9.0,24.27
9.0,25.281
9.0,26.292
9.0,27.303
9.0,28.315
9.0,29.326
9.0,30.337
9.0,31.348
9.0,32.36
9.0,33.371
9.0,34.382
9.0,35.393
9.0,36.404
9.0,37.416
9.0,38.427
9.0,39.438
9.0,40.449
9.0,41.461
9.0,42.472
9.0,43.483
9.0,44.494
9.0,45.506
9.0,46.517
9.0,47.528
9.0,48.539
9.0,49.551
9.0,50.562
9.0,51.573
9.0,52.584
9.0,53.596
9.0,54.607
