inc [deg],num sats,num planes,num planes [norm],ta phasing param,ta phasing angle [deg],time index,time [s],num components,n components [norm],lcc,lcc [norm]
98.0,15,2,0.13333333333333333,1,24.0,0,0.0,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,1,0.8590907628291932,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,2,1.7181815256583863,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,3,2.5772722884875794,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,4,3.4363630513167727,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,5,4.295453814145966,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,6,5.154544576975159,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,7,6.0136353398043525,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,8,6.872726102633545,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,9,7.731816865462738,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,10,8.590907628291932,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,11,9.449998391121126,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,12,10.309089153950318,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,13,11.168179916779511,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,14,12.027270679608705,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,15,12.886361442437897,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,16,13.74545220526709,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,17,14.604542968096284,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,18,15.463633730925476,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,19,16.32272449375467,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,20,17.181815256583864,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,21,18.040906019413057,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,22,18.89999678224225,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,23,19.75908754507144,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,24,20.618178307900635,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,25,21.47726907072983,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,26,22.336359833559023,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,27,23.195450596388216,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,28,24.05454135921741,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,29,24.9136321220466,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,30,25.772722884875794,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,31,26.631813647704988,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,32,27.49090441053418,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,33,28.349995173363375,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,34,29.20908593619257,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,35,30.068176699021762,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,36,30.927267461850953,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,37,31.786358224680146,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,38,32.64544898750934,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,39,33.50453975033853,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,40,34.36363051316773,1,0.06666666666666667,15,1.0
98.0,15,2,0.13333333333333333,1,24.0,41,35.22272127599692,1,0.06666666666666667,15,1.0
