Datametrics file based on GRID COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 1.0
time index,GP index,pnt-opt index,lat [deg],lon [deg],observation range [km],look angle [deg],incidence angle [deg],solar zenith [deg]
211,759,,46.2,-133.5,753.7,8.69,9.71,85.01
374,284,,-41.3,-93.0,752.0,5.29,5.91,83.28
415,168,,-60.5,-69.3,722.5,-0.86,0.96,86.17
435,136,,-66.7,-46.4,712.8,-6.43,7.15,87.62
597,535,,1.8,56.9,646.5,-12.7,13.97,nan
757,859,,63.7,163.0,724.3,-9.84,10.95,87.43
782,818,,55.9,-172.0,730.2,-0.49,0.55,85.87
942,369,,-27.9,-124.9,780.1,12.27,13.76,82.38
950,338,,-33.2,-124.9,760.9,-5.71,6.39,80.68
1009,163,,-61.5,-94.2,728.5,-7.52,8.38,85.44
1090,224,,-52.4,1.1,663.7,-2.5,2.76,nan
1357,860,,64.0,149.0,738.3,12.85,14.32,89.17
1744,422,,-19.2,-3.6,653.0,13.24,14.59,nan
1899,846,,61.3,55.1,693.2,-10.64,11.8,nan
1915,870,,65.6,74.3,696.1,-6.07,6.73,nan
1919,868,,65.2,80.2,717.7,-13.76,15.29,89.66
2121,386,,-25.4,-179.0,771.6,-8.3,9.31,79.13
2139,323,,-34.2,-172.4,760.0,6.08,6.8,81.87
2149,288,,-40.5,-171.7,772.4,-13.0,14.56,80.31
2248,149,,-64.4,-71.3,695.8,-10.84,12.01,nan
2491,847,,61.4,28.7,684.2,-6.4,7.09,nan
2494,863,,64.1,29.5,699.9,12.49,13.85,nan
2566,806,,54.0,117.5,737.4,5.33,5.94,85.7
2718,372,,-27.5,157.2,767.2,-6.87,7.7,79.3
2846,160,,-61.9,-92.0,678.6,-1.51,1.68,nan
2919,383,,-25.9,-54.7,637.4,-1.54,1.69,nan
3081,852,,62.2,-2.0,702.1,14.48,16.06,nan
3140,837,,60.0,74.8,746.4,-14.21,15.86,85.48
3146,836,,59.9,83.7,736.2,9.39,10.47,87.46
3252,545,,4.5,119.8,782.6,-9.57,10.74,77.6
3287,447,,-14.1,127.7,768.0,0.6,0.68,78.99
3299,414,,-20.7,130.3,765.0,0.53,0.59,79.39
3356,243,,-49.3,151.2,760.1,13.13,14.68,84.89
3364,212,,-53.9,154.1,732.9,0.87,0.97,84.25
