Contacts between Entity1 with id imaging_sat_2_1 with Entity2 with id gs1
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
3352,3360
3933,3974
4528,4579
5128,5182
5730,5781
6335,6376
