routine,t_avg,t_std,t_med,n
check_action_statuses,0.004,0.021,0.0,1632
update_state,0.0,0.0,0.0,1632
sense_environment,0.241,0.146,0.223,1631
update_state_environment,0.003,0.019,0.0,1631
get_environment_broadcasts,0.0,0.0,0.0,1631
get_agent_broadcasts,0.0,0.0,0.0,1631
sense,0.249,0.151,0.23,1631
think,0.722,10.774,0.426,1631
perform_wait_for_messages,0.352,0.708,0.202,1537
perform_state_change,0.36,0.716,0.208,1505
do,0.343,0.691,0.197,1631
perform_measurement,0.15,0.135,0.114,81
perform_broadcast,0.0,0.0,0.0,4
