req_id,measurer,measurement,pos,t_start,t_end,t_corr,t_img,u_max,u_exp,u
6ed85f5e,img_0,visible,"[2278.158738686018, 3900.8803476145704, 4502.637886430649]",0,86400,86400,121.86135126900164,1,0.11095439641040507,0.11095439641040507
6ed8e41a,img_0,visible,"[2900.2658846585045, 3836.63586121435, 4189.189149239713]",0,86400,86400,213.2573647207529,1,0.11083686038487559,0.11083686038487559
6eda1efc,img_0,visible,"[-1198.1385881205429, -3088.9038212981127, 5450.11557380246]",0,86400,86400,10906.590938575648,1,0.09708514539792225,0.09708514539792225
6ed7a974,img_0,visible,"[5538.799116240666, 3093.6803858653047, -656.862756914694]",0,86400,86400,12917.303234514175,1,0.09449935283627292,0.09449935283627292
6ed805ea,img_0,visible,"[5045.45384488806, 3563.986412137975, -1588.0865891310452]",0,86400,86400,13100.095261417677,1,0.09426428078521389,0.09426428078521389
6ed88b8c,img_0,visible,"[1116.7695837167585, -4411.567404308493, 4468.950815964037]",0,86400,86400,29703.704371819153,1,0.07291190281401858,0.07291190281401858
6ed9c6f0,img_0,visible,"[2188.03649364457, -5708.670852100328, -1817.7447747792826]",0,86400,86400,36802.128083238495,1,0.06378327149789287,0.06378327149789287
6ed7d8cc,img_0,visible,"[-966.2673783683308, 3784.7800972079763, 5042.0620415319445]",0,86400,86400,46429.174833489626,1,0.051402810142117256,0.051402810142117256
6ed9146c,img_0,visible,"[2736.5225342760396, 1646.4048317042018, 5520.997936145076]",0,86400,86400,64312.32813221562,1,0.028404927813508722,0.028404927813508722
6ed96cfa,img_0,visible,"[2565.1049027893, 1740.7222025433123, 5574.113894838958]",0,86400,86400,64342.79347003287,1,0.028365749138332216,0.028365749138332216
