routine,t_avg,t_std,t_med,n
check_action_statuses,0.005,0.019,0.0,1583
update_state,0.0,0.001,0.0,1583
sense_environment,0.195,0.115,0.194,1582
update_state_environment,0.001,0.006,0.0,1582
get_environment_broadcasts,0.0,0.0,0.0,1582
get_agent_broadcasts,0.0,0.003,0.0,1582
sense,0.201,0.119,0.202,1582
think,0.237,2.011,0.094,1582
perform_broadcast,0.009,0.032,0.0,295
do,0.662,0.87,0.16,1582
perform_wait_for_messages,0.742,0.892,0.228,1397
perform_state_change,0.749,0.898,0.223,1374
perform_measurement,0.082,0.074,0.043,85
