routine,t_avg,t_std,t_med,n
check_action_statuses,0.008,0.061,0.0,5838
update_state,0.0,0.0,0.0,5838
sense_environment,0.158,0.153,0.137,5837
update_state_environment,0.002,0.016,0.0,5837
get_environment_broadcasts,0.006,0.024,0.0,5837
get_agent_broadcasts,0.063,0.327,0.0,5837
sense,0.237,0.421,0.163,5837
think,0.693,5.147,0.067,5837
perform_broadcast,0.009,0.082,0.0,650
do,0.506,2.204,0.08,5837
perform_wait_for_messages,0.659,2.541,0.114,4326
perform_state_change,0.124,0.733,0.048,817
perform_observation,0.088,0.097,0.069,1111
