plan_index,t_plan,instrument,t_img
0,0.0,sar,200.0
0,0.0,sar,210.0
0,0.0,sar,220.0
0,0.0,sar,230.0
0,0.0,sar,240.0
0,0.0,sar,250.0
0,0.0,sar,260.0
0,0.0,sar,270.0
0,0.0,sar,280.0
0,0.0,sar,290.0
0,0.0,sar,300.0
0,0.0,sar,310.0
0,0.0,sar,3560.0
0,0.0,sar,3990.0
0,0.0,sar,4120.0
0,0.0,sar,4130.0
0,0.0,sar,4140.0
0,0.0,sar,4160.0
0,0.0,sar,5250.0
0,0.0,sar,5270.0
0,0.0,sar,5280.0
0,0.0,sar,5290.0
0,0.0,sar,5300.0
0,0.0,sar,6750.0
0,0.0,sar,6760.0
0,0.0,sar,6770.0
0,0.0,sar,6780.0
0,0.0,sar,6790.0
0,0.0,sar,6890.0
0,0.0,sar,6900.0
0,0.0,sar,6910.0
0,0.0,sar,6930.0
0,0.0,sar,6950.0
0,0.0,sar,7370.0
0,0.0,sar,8760.0
0,0.0,sar,8770.0
0,0.0,sar,8780.0
0,0.0,sar,9640.0
0,0.0,sar,9650.0
0,0.0,sar,9660.0
0,0.0,sar,9670.0
0,0.0,sar,9680.0
0,0.0,sar,9690.0
0,0.0,sar,12720.0
0,0.0,sar,13450.0
0,0.0,sar,13750.0
0,0.0,sar,13760.0
0,0.0,sar,13770.0
0,0.0,sar,13790.0
0,0.0,sar,13800.0
0,0.0,sar,14340.0
0,0.0,sar,14360.0
0,0.0,sar,14370.0
0,0.0,sar,14380.0
0,0.0,sar,15670.0
0,0.0,sar,15680.0
0,0.0,sar,15700.0
0,0.0,sar,15710.0
0,0.0,sar,16060.0
0,0.0,sar,16070.0
0,0.0,sar,16080.0
0,0.0,sar,17720.0
0,0.0,sar,17730.0
0,0.0,sar,17740.0
0,0.0,sar,17750.0
0,0.0,sar,17770.0
0,0.0,sar,17800.0
0,0.0,sar,22520.0
0,0.0,sar,22530.0
0,0.0,sar,22540.0
0,0.0,sar,22550.0
0,0.0,sar,23970.0
0,0.0,sar,23990.0
0,0.0,sar,24010.0
0,0.0,sar,27200.0
0,0.0,sar,27220.0
0,0.0,sar,27250.0
0,0.0,sar,28300.0
0,0.0,sar,28610.0
0,0.0,sar,28630.0
0,0.0,sar,28640.0
0,0.0,sar,28650.0
0,0.0,sar,29930.0
0,0.0,sar,29940.0
0,0.0,sar,29950.0
0,0.0,sar,29980.0
0,0.0,sar,30980.0
0,0.0,sar,32060.0
0,0.0,sar,32080.0
0,0.0,sar,34410.0
0,0.0,sar,34780.0
0,0.0,sar,34790.0
0,0.0,sar,34820.0
0,0.0,sar,34830.0
0,0.0,sar,34850.0
0,0.0,sar,35060.0
0,0.0,sar,35070.0
0,0.0,sar,35080.0
0,0.0,sar,35090.0
0,0.0,sar,35100.0
0,0.0,sar,35130.0
0,0.0,sar,36180.0
0,0.0,sar,36190.0
0,0.0,sar,36200.0
0,0.0,sar,36210.0
0,0.0,sar,36230.0
0,0.0,sar,36870.0
0,0.0,sar,37050.0
0,0.0,sar,37060.0
0,0.0,sar,37070.0
0,0.0,sar,37710.0
0,0.0,sar,37720.0
0,0.0,sar,37730.0
0,0.0,sar,37740.0
0,0.0,sar,37750.0
0,0.0,sar,38430.0
0,0.0,sar,38450.0
0,0.0,sar,38470.0
0,0.0,sar,38480.0
0,0.0,sar,38570.0
0,0.0,sar,38610.0
0,0.0,sar,39850.0
0,0.0,sar,40650.0
0,0.0,sar,40660.0
0,0.0,sar,40670.0
0,0.0,sar,41850.0
0,0.0,sar,41870.0
0,0.0,sar,41880.0
0,0.0,sar,41890.0
0,0.0,sar,41910.0
