routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.0,0.0,502
__check_action_completion,0.0,0.0,0.0,502
replanner/__get_new_requests,0.0,0.0,0.0,502
replanner/__update_performed_requests,0.0,0.0,0.0,502
replanner/_update_access_times,0.01,0.157,0.0,502
replanner/check_request_completion,0.0,0.0,0.0,502
replanner/check_request_end_time,0.0,0.0,0.0,502
replanner/compare_bids,0.001,0.01,0.0,502
replanner/calc_imaging_time,0.146,0.143,0.091,10470
replanner/calc_path_bid,0.474,0.23,0.419,3546
replanner/planning_phase,21.825,17.806,17.89,85
replanner/_schedule_broadcasts,0.003,0.001,0.003,85
replanner/_schedule_maneuvers,0.043,0.012,0.04,85
