req_id,measurer,measurement,pos,t_start,t_end,t_corr,t_img,u_max,u_exp,u
a05a4670,img_1,visible,"[2466.5311418031138, 2887.568593204799, 5124.333557393622]",0.0,86400.0,86400.0,20.0,1.0,0.3332561728395062,0.3332561728395062
a05a4684,sar_0,sar,"[3646.401516137588, 3394.132650498894, 3982.9941244376128]",0.0,86400.0,86400.0,60.0,1.0,0.33310185185185187,0.33310185185185187
a05a46a4,sar_0,sar,"[3189.920123731725, 2883.3712928389405, 4710.753894359306]",0.0,86400.0,86400.0,180.0,1.0,0.3326388888888889,0.11087962962962962
a05a4696,sar_0,sar,"[2985.572322411262, 2952.5368728689937, 4800.990166973736]",0.0,86400.0,86400.0,210.0,1.0,0.33252314814814815,0.33252314814814815
a05a4670,sar_0,sar,"[2466.5311418031138, 2887.568593204799, 5124.333557393622]",0.0,86400.0,86400.0,300.0,1.0,0.33217592592592593,0.33217592592592593
a05a4683,thm_0,thermal,"[-527.0624668467872, -2789.5682143175945, 5711.491661123915]",0.0,86400.0,86400.0,370.0,1.0,0.3319058641975309,0.11063528806584362
a05a46b1,thm_0,thermal,"[-484.4989370054224, -3071.0458366365833, 5569.071817699554]",0.0,86400.0,86400.0,410.0,1.0,0.33175154320987654,0.11058384773662551
a05a4692,thm_0,thermal,"[818.7321547956416, -3678.3130987807453, 5145.902551294512]",0.0,86400.0,86400.0,630.0,1.0,0.33090277777777777,0.33090277777777777
a05a469b,thm_0,thermal,"[915.182958438889, -3660.6480566836904, 5142.24840114309]",0.0,86400.0,86400.0,640.0,1.0,0.3308641975308642,0.3308641975308642
a05a46a9,sar_0,sar,"[92.8222404535489, 2374.588584819626, 5918.896497312586]",0.0,86400.0,86400.0,690.0,1.0,0.33067129629629627,0.33067129629629627
a05a46aa,thm_0,thermal,"[1114.333336214432, -3833.71379265699, 4974.085085035284]",0.0,86400.0,86400.0,690.0,1.0,0.33067129629629627,0.33067129629629627
