routine,t_avg,t_std,t_med,n
sar_1,0.035,0.025,0.029,1643
img_2,0.035,0.017,0.029,1624
img_0,0.035,0.022,0.029,1654
sar_2,0.035,0.021,0.029,1643
thm_2,0.035,0.016,0.029,1659
thm_1,0.036,0.035,0.029,1654
thm_0,0.036,0.038,0.029,1615
img_1,0.037,0.035,0.029,1623
sar_0,0.035,0.021,0.029,1668
query_measurement_data,0.02,0.013,0.014,703
