routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.00021,0.00098,2e-05,1014
__check_action_completion,6e-05,1e-05,6e-05,1014
preplanner/update_percepts,6e-05,2e-05,6e-05,1014
preplanner/needs_planning,0.0,0.0,0.0,1014
preplanner/calculate_access_opportunities,0.00077,0.0,0.00077,1
preplanner/_schedule_observations,0.05908,0.0,0.05908,1
preplanner/is_observation_path_valid,0.00014,0.0,0.00014,1
preplanner/_create_broadcast_path,0.00696,0.0,0.00696,1
preplanner/_schedule_broadcasts,0.02268,0.0,0.02268,1
preplanner/_schedule_maneuvers,0.04315,0.0,0.04315,1
preplanner/__schedule_periodic_replan,0.00099,0.0,0.00099,1
preplanner/generate_plan,0.12818,0.0,0.12818,1
replanner/compile_new_measurement_request_bids,1e-05,0.0,1e-05,1014
replanner/update_percepts,0.00013,0.00017,0.0001,1014
replanner/check_request_completion,0.00688,0.00701,0.00417,1014
replanner/check_request_end_time,0.0,0.0,0.0,1014
replanner/compare_bids,0.0036,0.00537,0.00149,1014
replanner/consensus_phase,0.01049,0.00944,0.00746,1014
replanner/needs_planning,0.01051,0.00944,0.00748,1014
replanner/_get_available_requests,8e-05,6e-05,6e-05,79
replanner/_generate_bids_from_request,1e-05,0.0,1e-05,20
replanner/_get_matching_request,1e-05,0.0,0.0,377
replanner/_can_bid,0.0,0.0,0.0,337
replanner/_schedule_maneuvers,0.01198,0.01254,0.00569,10
replanner/_create_broadcast_path,0.00653,0.00065,0.00645,12
replanner/_schedule_broadcasts,0.00809,0.00234,0.00695,10
replanner/_schedule_waits,0.0,0.0,0.0,10
replanner/generate_plan,0.02112,0.01215,0.01475,10
replanner/_can_access,0.00023,3e-05,0.00024,3
