routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,1014
update_state,0.0,0.0,0.0,1014
sense_environment,0.043,0.02,0.041,1014
update_state_environment,0.0,0.0,0.0,1014
get_environment_broadcasts,0.001,0.003,0.0,1014
get_agent_broadcasts,0.001,0.004,0.0,1014
sense,0.045,0.019,0.045,1014
think,0.025,0.014,0.025,1013
perform_broadcast,0.003,0.005,0.001,18
do,0.023,0.02,0.014,1013
perform_wait_for_messages,0.024,0.02,0.015,931
perform_state_change,0.018,0.014,0.012,74
perform_observation,0.01,0.01,0.006,71
