routine,t_avg,t_std,t_med,n
__check_action_completion,0.0,0.0,0.0,372
_wait_for_messages,0.0,0.0,0.0,372
_preplan,0.048,0.036,0.055,4
_get_next_actions,0.0,0.0,0.0,372
preplanner/__get_new_requests,0.0,0.001,0.0,372
preplanner/__update_performed_requests,0.0,0.0,0.0,372
preplanner/_calc_arrival_times,0.157,0.045,0.156,1227
preplanner/__update_access_times,0.517,4.884,0.0,372
preplanner/needs_initialized_plan,0.517,4.884,0.0,372
preplanner/_get_available_requests,0.0,0.0,0.0,4
preplanner/_plan_from_path,0.017,0.012,0.018,4
preplanner/initialize_plan,0.042,0.033,0.045,4
