routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,970
update_state,0.0,0.0,0.0,970
sense_environment,0.35,0.384,0.186,969
update_state_environment,0.0,0.0,0.0,969
get_environment_broadcasts,0.0,0.0,0.0,969
get_agent_broadcasts,0.0,0.0,0.0,969
sense,0.351,0.384,0.186,969
think,1.198,2.752,0.906,969
perform_state_change,0.352,0.381,0.242,933
do,0.367,0.383,0.265,969
perform_wait_for_messages,0.187,0.202,0.123,45
perform_measurement,0.204,0.196,0.149,89
perform_broadcast,0.008,0.01,0.003,5
