inc [deg],num sats,num planes,num planes [norm],ta phasing param,ta phasing angle [deg],time index,time [s],num components,n components [norm],lcc,lcc [norm]
98.0,12,7,0.5833333333333334,3,90.0,0,0.0,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,1,0.8590907628291933,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,2,1.7181815256583866,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,3,2.57727228848758,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,4,3.436363051316773,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,5,4.295453814145967,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,6,5.15454457697516,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,7,6.0136353398043525,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,8,6.872726102633546,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,9,7.73181686546274,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,10,8.590907628291934,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,11,9.449998391121126,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,12,10.30908915395032,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,13,11.168179916779513,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,14,12.027270679608705,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,15,12.886361442437899,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,16,13.745452205267092,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,17,14.604542968096286,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,18,15.46363373092548,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,19,16.322724493754674,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,20,17.181815256583867,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,21,18.040906019413057,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,22,18.89999678224225,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,23,19.759087545071445,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,24,20.61817830790064,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,25,21.477269070729832,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,26,22.336359833559026,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,27,23.19545059638822,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,28,24.05454135921741,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,29,24.913632122046604,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,30,25.772722884875797,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,31,26.63181364770499,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,32,27.490904410534185,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,33,28.34999517336338,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,34,29.209085936192572,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,35,30.068176699021766,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,36,30.92726746185096,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,37,31.78635822468015,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,38,32.64544898750935,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,39,33.50453975033854,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,40,34.363630513167735,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,41,35.222721275996925,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,42,36.081812038826115,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,43,36.94090280165531,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,44,37.7999935644845,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,45,38.6590843273137,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,46,39.51817509014289,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,47,40.37726585297209,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,48,41.23635661580128,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,49,42.09544737863047,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,50,42.954538141459665,6,0.5,3,0.25
98.0,12,7,0.5833333333333334,3,90.0,51,43.813628904288855,6,0.5,3,0.25
