routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.001,0.0,1550
__check_action_completion,0.0,0.0,0.0,1550
replanner/__get_new_requests,0.0,0.0,0.0,1550
replanner/__update_performed_requests,0.0,0.0,0.0,1550
replanner/_update_access_times,0.017,0.649,0.0,1550
replanner/update_percepts,0.018,0.649,0.0,1550
replanner/compile_external_plan_bids,0.0,0.0,0.0,1550
replanner/compile_new_measurement_request_bids,0.001,0.008,0.0,1550
replanner/check_request_completion,0.0,0.0,0.0,1550
replanner/check_request_end_time,0.0,0.0,0.0,1550
replanner/compare_bids,0.01,0.22,0.0,1550
replanner/consensus_phase,0.01,0.22,0.0,1550
replanner/needs_planning,0.049,0.228,0.019,1550
replanner/calc_imaging_time,0.017,0.094,0.01,2620
replanner/calc_path_bid,0.033,0.11,0.02,2620
replanner/planning_phase,1.819,4.754,1.257,78
replanner/_schdule_measurements,0.002,0.01,0.0,78
replanner/_schedule_broadcasts,0.035,0.01,0.033,78
replanner/_schedule_maneuvers,0.015,0.031,0.01,78
replanner/_plan_from_path,0.058,0.074,0.044,78
replanner/generate_plan,1.878,4.827,1.3,78
