routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,438
update_state,0.0,0.0,0.0,438
sense_environment,0.078,0.047,0.071,437
update_state_environment,0.0,0.0,0.0,437
get_environment_broadcasts,0.0,0.0,0.0,437
get_agent_broadcasts,0.0,0.0,0.0,437
sense,0.079,0.047,0.072,437
think,0.57,6.109,0.019,437
perform_wait_for_messages,0.083,0.297,0.046,266
do,0.106,0.363,0.043,437
perform_state_change,0.116,0.344,0.091,198
perform_measurement,0.045,0.025,0.036,20
perform_broadcast,0.002,0.001,0.002,4
