routine,t_avg,t_std,t_med,n
check_action_statuses,0.001,0.003,0.0,88
update_state,0.0,0.0,0.0,88
sense_environment,0.373,3.211,0.028,87
update_state_environment,0.002,0.003,0.0,87
get_environment_broadcasts,0.0,0.0,0.0,87
get_agent_broadcasts,0.0,0.0,0.0,87
sense,0.376,3.211,0.031,87
think,0.123,0.312,0.027,87
perform_broadcast,0.002,0.004,0.001,51
do,0.038,0.089,0.008,87
perform_wait_for_messages,0.051,0.11,0.007,53
perform_state_change,0.053,0.111,0.008,52
perform_measurement,0.025,0.007,0.022,16
