plan_index,t_plan,req_id,subtask_index,t_img,u_exp
0,0.0,86aa0931,0,700.703,0.11
1,60.0,86aa0931,0,700.703,0.11
2,700.703,86aa0936,0,761.633,0.11
3,761.633,86aa0938,0,792.099,0.11
4,821.633,86aa093b,0,1766.99,0.109
5,1766.99,86aa093d,0,1797.455,0.109
6,1826.99,86aa093a,0,2163.039,0.108
7,2163.039,86aa0941,0,12917.303,0.094
8,12917.303,86aa0939,0,14531.966,0.092
9,14531.966,86aa0932,0,31653.486,0.07
10,31653.486,86aa0940,0,38294.93,0.062
11,38294.93,86aa0930,0,53314.341,0.043
12,53314.341,86aa0942,0,53375.272,0.042
13,53375.272,86aa0934,0,73086.345,0.017
14,73086.345,86aa093e,0,74548.682,0.015
15,74548.682,86aa093f,0,76742.186,0.012
16,76742.186,86aa093c,0,79088.017,0.009
