routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.0,0.0,132
__check_action_completion,0.0,0.0,0.0,132
replanner/__get_new_requests,0.0,0.0,0.0,132
replanner/__update_performed_requests,0.0,0.0,0.0,132
replanner/_update_access_times,0.003,0.03,0.0,132
replanner/update_percepts,0.003,0.03,0.0,132
replanner/compile_external_plan_bids,0.0,0.0,0.0,132
replanner/compile_new_measurement_request_bids,0.0,0.0,0.0,132
replanner/check_request_completion,0.0,0.0,0.0,132
replanner/check_request_end_time,0.0,0.0,0.0,132
replanner/compare_bids,0.001,0.005,0.0,132
replanner/consensus_phase,0.001,0.005,0.0,132
replanner/needs_planning,0.011,0.008,0.01,132
replanner/calc_imaging_time,0.011,0.005,0.009,137
replanner/calc_path_bid,0.023,0.009,0.019,137
replanner/planning_phase,0.304,0.232,0.265,18
replanner/_schdule_measurements,0.0,0.0,0.0,18
replanner/_schedule_broadcasts,0.004,0.0,0.004,18
replanner/_schedule_maneuvers,0.01,0.004,0.01,18
replanner/_schedule_waits,0.0,0.0,0.0,18
replanner/_plan_from_path,0.015,0.005,0.014,18
replanner/generate_plan,0.319,0.235,0.279,18
