routine,t_avg,t_std,t_med,n,t_total
check_action_statuses,0.001,0.005,0.0,10154,8.542617634146154
update_state,0.0,0.0,0.0,10154,1.576878774107172
sense_environment,0.097,0.094,0.065,10153,985.3966667380628
update_state_environment,0.001,0.005,0.0,10153,7.384146558742941
get_environment_broadcasts,0.002,0.011,0.0,10153,15.704127849010549
get_agent_broadcasts,0.014,0.031,0.0,10153,143.68909825507217
sense,0.115,0.098,0.085,10153,1163.958423944805
think,0.195,0.181,0.13,10153,1979.1420506490686
perform_broadcast,0.005,0.013,0.0,548,2.705838516016229
do,0.12,0.121,0.084,10153,1222.3914918119262
perform_wait_for_messages,0.122,0.122,0.086,9605,1176.5298504280872
perform_state_change,0.125,0.113,0.088,518,64.53261419902265
perform_observation,0.093,0.102,0.06,429,39.80222459902143
