routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.002,0.007,0.0,5180
__check_action_completion,0.0,0.0,0.0,5180
preplanner/update_percepts,0.0,0.001,0.0,5180
preplanner/needs_planning,0.0,0.0,0.0,5180
preplanner/calculate_access_times,0.202,0.0,0.202,1
preplanner/_schedule_observations,1.358,0.0,1.358,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_schedule_broadcasts,16.623,0.0,16.623,1
preplanner/_schedule_maneuvers,0.66,0.0,0.66,1
preplanner/__schedule_periodic_replan,0.017,0.0,0.017,1
preplanner/generate_plan,18.699,0.0,18.699,1
replanner/compile_new_measurement_request_bids,0.0,0.0,0.0,5180
replanner/update_percepts,0.005,0.015,0.001,5180
replanner/check_request_completion,0.0,0.0,0.0,5180
replanner/check_request_end_time,0.0,0.0,0.0,5180
replanner/compare_bids,0.0,0.0,0.0,5180
replanner/consensus_phase,0.0,0.0,0.0,5180
replanner/is_observation_path_valid,0.001,0.006,0.001,628871
replanner/needs_planning,0.008,0.021,0.0,5180
replanner/_get_available_requests,0.044,0.047,0.04,1346
replanner/planning_phase,7.321,6.9,4.472,287
replanner/_schedule_observations,0.993,0.902,0.785,287
replanner/_schedule_maneuvers,0.324,0.122,0.349,287
replanner/_schedule_broadcasts,0.007,0.029,0.005,287
replanner/_schedule_waits,0.0,0.0,0.0,287
replanner/generate_plan,8.665,7.046,5.757,287
replanner/calc_imaging_time,0.011,0.018,0.009,501
