routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.0,0.0,1024
__check_action_completion,0.0,0.0,0.0,1024
preplanner/__get_new_requests,0.0,0.0,0.0,1024
preplanner/__update_performed_requests,0.0,0.0,0.0,1024
preplanner/_update_access_times,0.044,1.421,0.0,1024
preplanner/needs_planning,0.0,0.0,0.0,1024
preplanner/_get_available_requests,0.0,0.0,0.0,1
preplanner/_schedule_measurements,1.065,0.0,1.065,1
preplanner/_schedule_broadcasts,0.02,0.0,0.02,2
preplanner/_schedule_maneuvers,0.674,0.0,0.674,1
preplanner/__schedule_periodic_replan,0.38,0.0,0.38,1
preplanner/generate_plan,2.491,0.0,2.491,1
replanner/__get_new_requests,0.0,0.0,0.0,1024
replanner/__update_performed_requests,0.0,0.0,0.0,1024
replanner/_update_access_times,0.037,1.176,0.0,1024
