routine,t_avg,t_std,t_med,n
sar_2,0.034,0.06,0.027,164
img_1,0.037,0.095,0.027,162
img_0,0.041,0.11,0.027,166
sar_1,0.03,0.02,0.027,169
img_2,0.032,0.024,0.027,162
thm_1,0.038,0.082,0.027,161
sar_0,0.033,0.056,0.027,164
thm_2,0.033,0.046,0.027,169
thm_0,0.036,0.04,0.027,163
query_measurement_data,0.021,0.011,0.017,69
