routine,t_avg,t_std,t_med,n
check_action_statuses,0.003,0.018,0.0,3535
update_state,0.0,0.0,0.0,3535
sense_environment,0.174,0.099,0.166,3534
update_state_environment,0.002,0.014,0.0,3534
get_environment_broadcasts,0.013,0.027,0.0,3534
get_agent_broadcasts,0.065,0.097,0.0,3534
sense,0.258,0.135,0.237,3534
think,0.441,0.365,0.376,3534
perform_broadcast,0.005,0.02,0.0,1263
do,0.164,0.149,0.127,3534
perform_wait_for_messages,0.158,0.166,0.107,2271
perform_state_change,0.133,0.121,0.094,893
perform_observation,0.17,0.107,0.148,1230
