routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.022,0.056,0.0,3534
__check_action_completion,0.0,0.001,0.0,3534
preplanner/update_percepts,0.002,0.01,0.001,3534
preplanner/needs_planning,0.0,0.0,0.0,3534
preplanner/calculate_access_opportunities,0.425,0.0,0.425,1
preplanner/_schedule_observations,2.433,0.0,2.433,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_create_broadcast_path,0.018,0.0,0.018,1
preplanner/_schedule_broadcasts,0.58,0.0,0.58,1
preplanner/_schedule_maneuvers,6.682,0.0,6.682,1
preplanner/__schedule_periodic_replan,0.043,0.0,0.043,1
preplanner/generate_plan,11.525,0.0,11.525,1
replanner/needs_planning,0.0,0.002,0.0,3534
replanner/_create_broadcast_path,0.041,0.045,0.018,32
