routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.023,0.057,0.0,3558
__check_action_completion,0.0,0.003,0.0,3558
preplanner/update_percepts,0.002,0.009,0.001,3558
preplanner/needs_planning,0.0,0.0,0.0,3558
preplanner/calculate_access_opportunities,0.223,0.0,0.223,1
preplanner/_schedule_observations,1.638,0.0,1.638,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_create_broadcast_path,0.018,0.0,0.018,1
preplanner/_schedule_broadcasts,0.966,0.0,0.966,1
preplanner/_schedule_maneuvers,6.774,0.0,6.774,1
preplanner/__schedule_periodic_replan,0.372,0.0,0.372,1
preplanner/generate_plan,10.71,0.0,10.71,1
replanner/needs_planning,0.0,0.0,0.0,3558
replanner/_create_broadcast_path,0.038,0.065,0.019,26
