req_id,measurer,measurement,pos,t_start,t_end,t_corr,t_img,u_max,u_exp,u
9b805c67,img_0,visible,"[615.1169652280624, -4623.9846114218435, 4349.829892513073]",0,86400,86400,700.0,1,0.11021090534979423,0.11021090534979423
9b805c6c,img_0,visible,"[898.8023036626364, -4584.657516159214, 4342.08389368898]",0,86400,86400,720.0,1,0.11018518518518518,0.11018518518518518
9b805c6e,img_0,visible,"[1116.7695837167582, -4411.567404308492, 4468.950815964037]",0,86400,86400,760.0,1,0.11013374485596707,0.11013374485596707
9b805c68,img_1,visible,"[406.4029578767419, -4426.166406887765, 4574.3316709378405]",0,86400,86400,1470.0,1,0.10922067901234568,0.10922067901234568
9b805c71,img_0,visible,"[2736.52253427604, 1646.404831704202, 5520.997936145076]",0,86400,86400,1760.0,1,0.1088477366255144,0.1088477366255144
9b805c73,img_0,visible,"[2565.1049027893, 1740.7222025433125, 5574.113894838959]",0,86400,86400,1770.0,1,0.10883487654320986,0.10883487654320986
9b805c70,img_0,visible,"[2900.265884658504, 3836.635861214348, 4189.189149239713]",0,86400,86400,2150.0,1,0.10834619341563785,0.10834619341563785
9b805c79,img_1,visible,"[-1856.1026227263917, -4408.760976230428, 4218.806984178539]",0,86400,86400,7320.0,1,0.10169753086419753,0.10169753086419753
9b805c78,img_1,visible,"[5141.67646079382, 3755.3921059180525, 375.25453322352513]",0,86400,86400,9470.0,1,0.09893261316872427,0.09893261316872427
9b805c77,img_0,visible,"[-1198.1385881205426, -3088.9038212981127, 5450.11557380246]",0,86400,86400,12890.0,1,0.09453446502057612,0.09453446502057612
9b805c6f,img_0,visible,"[6014.1031452935595, 1558.3861246245847, 1443.128097476237]",0,86400,86400,14520.0,1,0.09243827160493828,0.09243827160493828
9b805c76,img_0,visible,"[569.1777782846607, -6232.4007382123455, 1230.3821993246002]",0,86400,86400,38270.0,1,0.06189557613168724,0.06189557613168724
9b805c6a,img_1,visible,"[-966.2673783683306, 3784.7800972079754, 5042.062041531944]",0,86400,86400,43160.0,1,0.05560699588477366,0.05560699588477366
9b805c7a,img_0,visible,"[1023.8781830845029, 4590.759653442897, 4307.809412207338]",0,86400,86400,48120.0,1,0.04922839506172839,0.04922839506172839
9b805c72,img_1,visible,"[1168.2031902749839, 4241.737257937686, 4617.74717824962]",0,86400,86400,48900.0,1,0.04822530864197531,0.04822530864197531
9b805c7d,img_0,visible,"[5345.602270338165, 3366.57682301241, -878.2479851891603]",0,86400,86400,53160.0,1,0.04274691358024691,0.04274691358024691
9b805c66,img_0,visible,"[5337.224268031288, 3491.755700649289, 47.97813146383141]",0,86400,86400,53300.0,1,0.04256687242798354,0.04256687242798354
9b805c69,img_1,visible,"[5538.799116240669, 3093.6803858653057, -656.862756914694]",0,86400,86400,53920.0,1,0.04176954732510288,0.04176954732510288
9b805c6d,img_0,visible,"[2278.1587386860174, 3900.88034761457, 4502.637886430648]",0,86400,86400,54130.0,1,0.04149948559670782,0.04149948559670782
9b805c74,img_0,visible,"[-4115.968083476577, 3810.5943373192804, -3036.247716107841]",0,86400,86400,74550.0,1,0.015239197530864198,0.015239197530864198
9b805c75,img_0,visible,"[2188.0364936445694, -5708.670852100328, -1817.7447747792826]",0,86400,86400,76740.0,1,0.01242283950617284,0.01242283950617284
