lat [deg],lon [deg]
-90.0,-180.0
-90.0,-171.8181818181818
-90.0,-163.63636363636363
-90.0,-155.45454545454544
-90.0,-147.27272727272728
-90.0,-139.0909090909091
-90.0,-130.9090909090909
-90.0,-122.72727272727272
-90.0,-114.54545454545455
-90.0,-106.36363636363636
-90.0,-98.18181818181819
-90.0,-90.0
-90.0,-81.81818181818181
-90.0,-73.63636363636364
-90.0,-65.45454545454545
-90.0,-57.27272727272728
-90.0,-49.09090909090909
-90.0,-40.90909090909091
-90.0,-32.72727272727272
-90.0,-24.54545454545456
-90.0,-16.363636363636374
-90.0,-8.181818181818187
-90.0,0.0
-90.0,8.181818181818187
-90.0,16.363636363636374
-90.0,24.545454545454533
-90.0,32.72727272727272
-90.0,40.90909090909091
-90.0,49.09090909090909
-90.0,57.27272727272728
-90.0,65.45454545454544
-90.0,73.63636363636363
-90.0,81.81818181818181
-90.0,90.0
-90.0,98.18181818181819
-90.0,106.36363636363637
-90.0,114.54545454545456
-90.0,122.72727272727275
-90.0,130.90909090909088
-90.0,139.09090909090907
-90.0,147.27272727272725
-90.0,155.45454545454544
-90.0,163.63636363636363
-90.0,171.8181818181818
-81.81818181818181,-180.0
-81.81818181818181,-171.8181818181818
-81.81818181818181,-163.63636363636363
-81.81818181818181,-155.45454545454544
-81.81818181818181,-147.27272727272728
-81.81818181818181,-139.0909090909091
-81.81818181818181,-130.9090909090909
-81.81818181818181,-122.72727272727272
-81.81818181818181,-114.54545454545455
-81.81818181818181,-106.36363636363636
-81.81818181818181,-98.18181818181819
-81.81818181818181,-90.0
-81.81818181818181,-81.81818181818181
-81.81818181818181,-73.63636363636364
-81.81818181818181,-65.45454545454545
-81.81818181818181,-57.27272727272728
-81.81818181818181,-49.09090909090909
-81.81818181818181,-40.90909090909091
-81.81818181818181,-32.72727272727272
-81.81818181818181,-24.54545454545456
-81.81818181818181,-16.363636363636374
-81.81818181818181,-8.181818181818187
-81.81818181818181,0.0
-81.81818181818181,8.181818181818187
-81.81818181818181,16.363636363636374
-81.81818181818181,24.545454545454533
-81.81818181818181,32.72727272727272
-81.81818181818181,40.90909090909091
-81.81818181818181,49.09090909090909
-81.81818181818181,57.27272727272728
-81.81818181818181,65.45454545454544
-81.81818181818181,73.63636363636363
-81.81818181818181,81.81818181818181
-81.81818181818181,90.0
-81.81818181818181,98.18181818181819
-81.81818181818181,106.36363636363637
-81.81818181818181,114.54545454545456
-81.81818181818181,122.72727272727275
-81.81818181818181,130.90909090909088
-81.81818181818181,139.09090909090907
-81.81818181818181,147.27272727272725
-81.81818181818181,155.45454545454544
-81.81818181818181,163.63636363636363
-81.81818181818181,171.8181818181818
-73.63636363636364,-180.0
-73.63636363636364,-171.8181818181818
-73.63636363636364,-163.63636363636363
-73.63636363636364,-155.45454545454544
-73.63636363636364,-147.27272727272728
-73.63636363636364,-139.0909090909091
-73.63636363636364,-130.9090909090909
-73.63636363636364,-122.72727272727272
-73.63636363636364,-114.54545454545455
-73.63636363636364,-106.36363636363636
-73.63636363636364,-98.18181818181819
-73.63636363636364,-90.0
-73.63636363636364,-81.81818181818181
-73.63636363636364,-73.63636363636364
-73.63636363636364,-65.45454545454545
-73.63636363636364,-57.27272727272728
-73.63636363636364,-49.09090909090909
-73.63636363636364,-40.90909090909091
-73.63636363636364,-32.72727272727272
-73.63636363636364,-24.54545454545456
-73.63636363636364,-16.363636363636374
-73.63636363636364,-8.181818181818187
-73.63636363636364,0.0
-73.63636363636364,8.181818181818187
-73.63636363636364,16.363636363636374
-73.63636363636364,24.545454545454533
-73.63636363636364,32.72727272727272
-73.63636363636364,40.90909090909091
-73.63636363636364,49.09090909090909
-73.63636363636364,57.27272727272728
-73.63636363636364,65.45454545454544
-73.63636363636364,73.63636363636363
-73.63636363636364,81.81818181818181
-73.63636363636364,90.0
-73.63636363636364,98.18181818181819
-73.63636363636364,106.36363636363637
-73.63636363636364,114.54545454545456
-73.63636363636364,122.72727272727275
-73.63636363636364,130.90909090909088
-73.63636363636364,139.09090909090907
-73.63636363636364,147.27272727272725
-73.63636363636364,155.45454545454544
-73.63636363636364,163.63636363636363
-73.63636363636364,171.8181818181818
-65.45454545454545,-180.0
-65.45454545454545,-171.8181818181818
-65.45454545454545,-163.63636363636363
-65.45454545454545,-155.45454545454544
-65.45454545454545,-147.27272727272728
-65.45454545454545,-139.0909090909091
-65.45454545454545,-130.9090909090909
-65.45454545454545,-122.72727272727272
-65.45454545454545,-114.54545454545455
-65.45454545454545,-106.36363636363636
-65.45454545454545,-98.18181818181819
-65.45454545454545,-90.0
-65.45454545454545,-81.81818181818181
-65.45454545454545,-73.63636363636364
-65.45454545454545,-65.45454545454545
-65.45454545454545,-57.27272727272728
-65.45454545454545,-49.09090909090909
-65.45454545454545,-40.90909090909091
-65.45454545454545,-32.72727272727272
-65.45454545454545,-24.54545454545456
-65.45454545454545,-16.363636363636374
-65.45454545454545,-8.181818181818187
-65.45454545454545,0.0
-65.45454545454545,8.181818181818187
