lat [deg],lon [deg]
50.0,-180.0
50.0,-176.897
50.0,-173.793
50.0,-170.69
50.0,-167.586
50.0,-164.483
50.0,-161.379
50.0,-158.276
50.0,-155.172
50.0,-152.069
50.0,-148.966
50.0,-145.862
50.0,-142.759
50.0,-139.655
50.0,-136.552
50.0,-133.448
50.0,-130.345
50.0,-127.241
50.0,-124.138
50.0,-121.034
50.0,-117.931
50.0,-114.828
50.0,-111.724
50.0,-108.621
50.0,-105.517
50.0,-102.414
50.0,-99.31
50.0,-96.207
50.0,-93.103
50.0,-90.0
50.0,-86.897
50.0,-83.793
50.0,-80.69
50.0,-77.586
50.0,-74.483
50.0,-71.379
50.0,-68.276
50.0,-65.172
50.0,-62.069
50.0,-58.966
50.0,-55.862
50.0,-52.759
50.0,-49.655
50.0,-46.552
50.0,-43.448
50.0,-40.345
50.0,-37.241
50.0,-34.138
50.0,-31.034
50.0,-27.931
50.0,-24.828
50.0,-21.724
50.0,-18.621
50.0,-15.517
50.0,-12.414
50.0,-9.31
50.0,-6.207
50.0,-3.103
50.0,0.0
50.0,3.103
50.0,6.207
50.0,9.31
50.0,12.414
50.0,15.517
50.0,18.621
50.0,21.724
50.0,24.828
50.0,27.931
50.0,31.034
50.0,34.138
50.0,37.241
50.0,40.345
50.0,43.448
50.0,46.552
50.0,49.655
50.0,52.759
50.0,55.862
50.0,58.966
50.0,62.069
50.0,65.172
50.0,68.276
50.0,71.379
50.0,74.483
50.0,77.586
50.0,80.69
50.0,83.793
50.0,86.897
50.0,90.0
50.0,93.103
50.0,96.207
50.0,99.31
50.0,102.414
50.0,105.517
50.0,108.621
50.0,111.724
50.0,114.828
50.0,117.931
50.0,121.034
50.0,124.138
50.0,127.241
50.0,130.345
50.0,133.448
50.0,136.552
50.0,139.655
50.0,142.759
50.0,145.862
50.0,148.966
50.0,152.069
50.0,155.172
50.0,158.276
50.0,161.379
50.0,164.483
50.0,167.586
50.0,170.69
50.0,173.793
50.0,176.897
-50.0,-180.0
-50.0,-176.897
-50.0,-173.793
-50.0,-170.69
-50.0,-167.586
-50.0,-164.483
-50.0,-161.379
-50.0,-158.276
-50.0,-155.172
-50.0,-152.069
-50.0,-148.966
-50.0,-145.862
-50.0,-142.759
-50.0,-139.655
-50.0,-136.552
-50.0,-133.448
-50.0,-130.345
-50.0,-127.241
-50.0,-124.138
-50.0,-121.034
-50.0,-117.931
-50.0,-114.828
-50.0,-111.724
-50.0,-108.621
-50.0,-105.517
-50.0,-102.414
-50.0,-99.31
-50.0,-96.207
-50.0,-93.103
-50.0,-90.0
-50.0,-86.897
-50.0,-83.793
-50.0,-80.69
-50.0,-77.586
-50.0,-74.483
-50.0,-71.379
-50.0,-68.276
-50.0,-65.172
-50.0,-62.069
-50.0,-58.966
-50.0,-55.862
-50.0,-52.759
-50.0,-49.655
-50.0,-46.552
-50.0,-43.448
-50.0,-40.345
-50.0,-37.241
-50.0,-34.138
-50.0,-31.034
-50.0,-27.931
-50.0,-24.828
-50.0,-21.724
-50.0,-18.621
-50.0,-15.517
-50.0,-12.414
-50.0,-9.31
-50.0,-6.207
-50.0,-3.103
-50.0,0.0
-50.0,3.103
-50.0,6.207
-50.0,9.31
-50.0,12.414
-50.0,15.517
-50.0,18.621
-50.0,21.724
-50.0,24.828
-50.0,27.931
-50.0,31.034
-50.0,34.138
-50.0,37.241
-50.0,40.345
-50.0,43.448
-50.0,46.552
-50.0,49.655
-50.0,52.759
-50.0,55.862
-50.0,58.966
-50.0,62.069
-50.0,65.172
-50.0,68.276
-50.0,71.379
-50.0,74.483
-50.0,77.586
-50.0,80.69
-50.0,83.793
-50.0,86.897
-50.0,90.0
-50.0,93.103
-50.0,96.207
-50.0,99.31
-50.0,102.414
-50.0,105.517
-50.0,108.621
-50.0,111.724
-50.0,114.828
-50.0,117.931
-50.0,121.034
-50.0,124.138
-50.0,127.241
-50.0,130.345
-50.0,133.448
-50.0,136.552
-50.0,139.655
-50.0,142.759
-50.0,145.862
-50.0,148.966
-50.0,152.069
-50.0,155.172
-50.0,158.276
-50.0,161.379
-50.0,164.483
-50.0,167.586
-50.0,170.69
-50.0,173.793
-50.0,176.897
48.0,-180.0
48.0,-177.0
48.0,-174.0
48.0,-171.0
48.0,-168.0
48.0,-165.0
48.0,-162.0
48.0,-159.0
48.0,-156.0
48.0,-153.0
48.0,-150.0
48.0,-147.0
48.0,-144.0
48.0,-141.0
48.0,-138.0
48.0,-135.0
48.0,-132.0
48.0,-129.0
48.0,-126.0
48.0,-123.0
48.0,-120.0
48.0,-117.0
48.0,-114.0
48.0,-111.0
48.0,-108.0
48.0,-105.0
48.0,-102.0
48.0,-99.0
48.0,-96.0
48.0,-93.0
48.0,-90.0
48.0,-87.0
48.0,-84.0
48.0,-81.0
48.0,-78.0
48.0,-75.0
48.0,-72.0
48.0,-69.0
48.0,-66.0
48.0,-63.0
48.0,-60.0
48.0,-57.0
48.0,-54.0
48.0,-51.0
48.0,-48.0
48.0,-45.0
48.0,-42.0
48.0,-39.0
48.0,-36.0
48.0,-33.0
48.0,-30.0
48.0,-27.0
48.0,-24.0
48.0,-21.0
48.0,-18.0
48.0,-15.0
48.0,-12.0
48.0,-9.0
48.0,-6.0
48.0,-3.0
48.0,-0.0
48.0,3.0
48.0,6.0
48.0,9.0
48.0,12.0
48.0,15.0
48.0,18.0
48.0,21.0
48.0,24.0
48.0,27.0
48.0,30.0
48.0,33.0
48.0,36.0
48.0,39.0
48.0,42.0
48.0,45.0
48.0,48.0
48.0,51.0
48.0,54.0
48.0,57.0
48.0,60.0
48.0,63.0
48.0,66.0
48.0,69.0
48.0,72.0
48.0,75.0
48.0,78.0
48.0,81.0
48.0,84.0
48.0,87.0
48.0,90.0
48.0,93.0
48.0,96.0
48.0,99.0
48.0,102.0
48.0,105.0
48.0,108.0
48.0,111.0
48.0,114.0
48.0,117.0
48.0,120.0
48.0,123.0
48.0,126.0
48.0,129.0
48.0,132.0
48.0,135.0
48.0,138.0
48.0,141.0
48.0,144.0
48.0,147.0
48.0,150.0
48.0,153.0
48.0,156.0
48.0,159.0
48.0,162.0
48.0,165.0
48.0,168.0
48.0,171.0
48.0,174.0
48.0,177.0
-48.0,-180.0
-48.0,-177.0
-48.0,-174.0
-48.0,-171.0
-48.0,-168.0
-48.0,-165.0
-48.0,-162.0
-48.0,-159.0
-48.0,-156.0
-48.0,-153.0
-48.0,-150.0
-48.0,-147.0
-48.0,-144.0
-48.0,-141.0
-48.0,-138.0
-48.0,-135.0
-48.0,-132.0
-48.0,-129.0
-48.0,-126.0
-48.0,-123.0
-48.0,-120.0
-48.0,-117.0
-48.0,-114.0
-48.0,-111.0
-48.0,-108.0
-48.0,-105.0
-48.0,-102.0
-48.0,-99.0
-48.0,-96.0
-48.0,-93.0
-48.0,-90.0
-48.0,-87.0
-48.0,-84.0
-48.0,-81.0
-48.0,-78.0
-48.0,-75.0
-48.0,-72.0
-48.0,-69.0
-48.0,-66.0
-48.0,-63.0
-48.0,-60.0
-48.0,-57.0
-48.0,-54.0
-48.0,-51.0
-48.0,-48.0
-48.0,-45.0
-48.0,-42.0
-48.0,-39.0
-48.0,-36.0
-48.0,-33.0
-48.0,-30.0
-48.0,-27.0
-48.0,-24.0
-48.0,-21.0
-48.0,-18.0
-48.0,-15.0
-48.0,-12.0
-48.0,-9.0
-48.0,-6.0
-48.0,-3.0
-48.0,-0.0
-48.0,3.0
-48.0,6.0
-48.0,9.0
-48.0,12.0
-48.0,15.0
-48.0,18.0
-48.0,21.0
-48.0,24.0
-48.0,27.0
-48.0,30.0
-48.0,33.0
-48.0,36.0
-48.0,39.0
-48.0,42.0
-48.0,45.0
-48.0,48.0
-48.0,51.0
-48.0,54.0
-48.0,57.0
-48.0,60.0
-48.0,63.0
-48.0,66.0
-48.0,69.0
-48.0,72.0
-48.0,75.0
-48.0,78.0
-48.0,81.0
-48.0,84.0
-48.0,87.0
-48.0,90.0
-48.0,93.0
-48.0,96.0
-48.0,99.0
-48.0,102.0
-48.0,105.0
-48.0,108.0
-48.0,111.0
-48.0,114.0
-48.0,117.0
-48.0,120.0
-48.0,123.0
-48.0,126.0
-48.0,129.0
-48.0,132.0
-48.0,135.0
-48.0,138.0
-48.0,141.0
-48.0,144.0
-48.0,147.0
-48.0,150.0
-48.0,153.0
-48.0,156.0
-48.0,159.0
-48.0,162.0
-48.0,165.0
-48.0,168.0
-48.0,171.0
-48.0,174.0
-48.0,177.0
46.0,-180.0
46.0,-177.12
46.0,-174.24
46.0,-171.36
46.0,-168.48
46.0,-165.6
46.0,-162.72
46.0,-159.84
46.0,-156.96
46.0,-154.08
46.0,-151.2
46.0,-148.32
46.0,-145.44
46.0,-142.56
46.0,-139.68
46.0,-136.8
46.0,-133.92
46.0,-131.04
46.0,-128.16
46.0,-125.28
46.0,-122.4
46.0,-119.52
46.0,-116.64
