GRID COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 1.0
time index,GP index,lat [deg],lon [deg]
3,3048,-32.947,120.816
3,3273,-33.006,120.698
4,2056,-32.348,120.652
4,3048,-32.947,120.816
4,3273,-33.006,120.698
4,3568,-32.336,120.748
4,4430,-32.335,120.515
4,4563,-32.435,120.581
5,1065,-32.44,121.877
5,2056,-32.348,120.652
5,2707,-31.962,121.764
5,3048,-32.947,120.816
5,3273,-33.006,120.698
5,3568,-32.336,120.748
5,4430,-32.335,120.515
5,4563,-32.435,120.581
6,238,-31.823,121.869
6,342,-31.21,121.777
6,1065,-32.44,121.877
6,2056,-32.348,120.652
6,2707,-31.962,121.764
6,3226,-31.547,122.287
6,3568,-32.336,120.748
6,4295,-31.382,121.602
6,4430,-32.335,120.515
6,4563,-32.435,120.581
7,238,-31.823,121.869
7,342,-31.21,121.777
7,927,-31.185,122.223
7,1065,-32.44,121.877
7,2707,-31.962,121.764
7,2992,-30.697,121.965
7,3226,-31.547,122.287
7,4295,-31.382,121.602
8,238,-31.823,121.869
8,342,-31.21,121.777
8,591,-29.731,121.556
8,927,-31.185,122.223
8,928,-30.615,122.102
8,1765,-29.956,121.202
8,2389,-30.256,122.706
8,2992,-30.697,121.965
8,3226,-31.547,122.287
8,4295,-31.382,121.602
9,591,-29.731,121.556
9,927,-31.185,122.223
9,928,-30.615,122.102
9,977,-29.494,122.222
9,1427,-30.001,122.341
9,1765,-29.956,121.202
9,2389,-30.256,122.706
9,2735,-30.159,122.54
9,2992,-30.697,121.965
9,4140,-29.603,122.41
9,4644,-30.096,122.463
10,253,-29.377,122.698
10,591,-29.731,121.556
10,977,-29.494,122.222
10,1427,-30.001,122.341
10,1765,-29.956,121.202
10,2389,-30.256,122.706
10,2735,-30.159,122.54
10,4140,-29.603,122.41
10,4644,-30.096,122.463
11,253,-29.377,122.698
11,977,-29.494,122.222
11,1427,-30.001,122.341
11,4140,-29.603,122.41
11,4644,-30.096,122.463
12,253,-29.377,122.698
12,836,-28.79,124.485
12,2644,-28.21,121.91
13,836,-28.79,124.485
13,1729,-27.977,124.465
13,1886,-29.09,126.581
13,2644,-28.21,121.91
14,836,-28.79,124.485
14,921,-26.694,123.21
14,1729,-27.977,124.465
14,1852,-26.925,123.336
14,1886,-29.09,126.581
15,921,-26.694,123.21
15,1729,-27.977,124.465
15,1852,-26.925,123.336
15,1886,-29.09,126.581
16,921,-26.694,123.21
16,1852,-26.925,123.336
16,2859,-26.819,126.048
17,2859,-26.819,126.048
18,2859,-26.819,126.048
22,294,-24.848,131.023
22,893,-24.402,130.19
22,1987,-24.206,128.81
23,294,-24.848,131.023
23,893,-24.402,130.19
23,966,-23.502,128.99
23,1987,-24.206,128.81
24,294,-24.848,131.023
24,893,-24.402,130.19
24,966,-23.502,128.99
25,966,-23.502,128.99
27,1343,-20.215,127.452
28,1343,-20.215,127.452
29,1343,-20.215,127.452
34,210,-16.118,128.741
34,1201,-15.324,128.064
34,3559,-15.569,127.969
34,4693,-15.508,128.117
34,4940,-15.559,127.9
35,210,-16.118,128.741
35,1201,-15.324,128.064
35,3559,-15.569,127.969
35,4693,-15.508,128.117
35,4940,-15.559,127.9
