routine,t_avg,t_std,t_med,n
__check_action_completion,0.0,0.0,0.0,170
_wait_for_messages,0.0,0.0,0.0,170
_preplan,0.033,0.026,0.029,4
_get_next_actions,0.0,0.0,0.0,170
preplanner/__get_new_requests,0.0,0.002,0.0,170
preplanner/__update_performed_requests,0.0,0.0,0.0,170
preplanner/_calc_arrival_times,0.154,0.046,0.154,1249
preplanner/__update_access_times,1.135,7.218,0.0,170
preplanner/needs_initialized_plan,1.135,7.218,0.0,170
preplanner/_get_available_requests,0.0,0.0,0.0,4
preplanner/_plan_from_path,0.015,0.012,0.015,4
preplanner/initialize_plan,0.027,0.022,0.026,4
