routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,283
update_state,0.0,0.0,0.0,283
sense_environment,0.065,0.039,0.058,282
update_state_environment,0.0,0.0,0.0,282
get_environment_broadcasts,0.0,0.0,0.0,282
get_agent_broadcasts,0.0,0.0,0.0,282
sense,0.066,0.039,0.058,282
think,0.703,5.577,0.025,282
perform_state_change,0.317,3.049,0.101,317
do,0.399,3.256,0.068,282
perform_measurement,0.064,0.043,0.051,38
perform_wait_for_messages,0.06,0.033,0.047,162
perform_broadcast,0.0,0.0,0.0,2
