routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,162
update_state,0.0,0.0,0.0,162
sense_environment,0.042,0.02,0.04,161
update_state_environment,0.0,0.0,0.0,161
get_environment_broadcasts,0.001,0.003,0.0,161
get_agent_broadcasts,0.0,0.004,0.0,161
sense,0.044,0.019,0.043,161
think,0.347,2.448,0.029,161
perform_wait_for_messages,0.854,9.591,0.022,143
do,0.761,9.043,0.021,161
perform_state_change,0.032,0.014,0.039,19
perform_observation,0.018,0.01,0.012,17
perform_broadcast,0.001,0.0,0.001,2
