routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.00221,0.0078,2e-05,158
__check_action_completion,6e-05,1e-05,6e-05,158
preplanner/update_percepts,2e-05,1e-05,2e-05,158
preplanner/needs_planning,0.0,0.0,0.0,158
preplanner/calculate_access_opportunities,0.02549,0.02316,0.01375,4
preplanner/is_observation_path_valid,1e-05,0.0,1e-05,7452
preplanner/_schedule_maneuvers,0.03434,0.04327,0.01416,4
preplanner/__schedule_periodic_replan,0.00013,4e-05,0.00011,4
preplanner/generate_plan,10.02364,9.97779,9.09219,4
replanner/compile_new_measurement_request_bids,0.0,0.0,0.0,158
replanner/update_percepts,5e-05,3e-05,4e-05,158
replanner/check_request_completion,0.00825,0.00811,0.00602,158
replanner/check_request_end_time,0.0,0.0,0.0,158
replanner/compare_bids,0.00564,0.02497,0.00178,158
replanner/consensus_phase,0.01391,0.02943,0.00953,158
replanner/is_observation_path_valid,1e-05,0.0,1e-05,333
replanner/is_task_path_valid,2e-05,0.0,2e-05,160
replanner/needs_planning,0.01395,0.02943,0.00957,158
replanner/_get_available_requests,3e-05,1e-05,3e-05,14
replanner/_generate_bids_from_request,1e-05,0.0,1e-05,2
replanner/_get_matching_request,1e-05,0.0,1e-05,14
replanner/_can_bid,1e-05,0.0,1e-05,10
replanner/planning_phase,5e-05,0.0,5e-05,1
replanner/merge_plans,0.00028,0.0,0.00028,1
replanner/_schedule_observations,0.00032,0.0,0.00032,1
replanner/_schedule_maneuvers,0.00474,0.0,0.00474,1
replanner/_create_broadcast_path,0.00633,0.0,0.00633,1
replanner/_schedule_broadcasts,0.00643,0.0,0.00643,1
replanner/_schedule_waits,0.0,0.0,0.0,1
replanner/generate_plan,0.01176,0.0,0.01176,1
