t,x_pos,y_pos,z_pos,x_vel,y_vel,z_vel,attitude,status
0.0,7007.22,0.0,0.0,-0.0,2.962,6.977,0.0,SENSING
0.0,7007.22,0.0,0.0,-0.0,2.962,6.977,0.0,MANEUVERING
36.327,7001.872,107.366,253.266,-0.295,2.959,6.972,-36.327,MANEUVERING
36.327,7001.872,107.366,253.266,-0.295,2.959,6.972,-36.327,SENSING
36.327,7001.872,107.366,253.266,-0.295,2.959,6.972,-36.327,MANEUVERING
42.977,6999.735,127.01,299.603,-0.349,2.958,6.97,-42.977,MANEUVERING
42.977,6999.735,127.01,299.603,-0.349,2.958,6.97,-42.977,SENSING
42.977,6999.735,127.01,299.603,-0.349,2.958,6.97,-42.977,TRAVELING
52.198,6996.18,154.232,363.817,-0.423,2.957,6.966,-42.977,TRAVELING
52.198,6996.18,154.232,363.817,-0.423,2.957,6.966,-42.977,SENSING
52.198,6996.18,154.232,363.817,-0.423,2.957,6.966,-42.977,TRAVELING
310.0,6621.408,899.616,2122.005,-2.467,2.799,6.593,-42.977,TRAVELING
310.0,6621.408,899.616,2122.005,-2.467,2.799,6.593,-42.977,SENSING
310.0,6621.408,899.616,2122.005,-2.467,2.799,6.593,-42.977,TRAVELING
315.742,6607.126,915.642,2159.803,-2.511,2.793,6.579,-42.977,TRAVELING
315.742,6607.126,915.642,2159.803,-2.511,2.793,6.579,-42.977,SENSING
315.742,6607.126,915.642,2159.803,-2.511,2.793,6.579,-42.977,TRAVELING
350.0,6516.708,1010.512,2383.553,-2.771,2.755,6.489,-42.977,TRAVELING
350.0,6516.708,1010.512,2383.553,-2.771,2.755,6.489,-42.977,SENSING
350.0,6516.708,1010.512,2383.553,-2.771,2.755,6.489,-42.977,TRAVELING
387.02,6409.08,1111.492,2621.703,-3.047,2.71,6.382,-42.977,TRAVELING
387.02,6409.08,1111.492,2621.703,-3.047,2.71,6.382,-42.977,SENSING
387.02,6409.08,1111.492,2621.703,-3.047,2.71,6.382,-42.977,TRAVELING
570.0,5732.186,1581.896,3730.919,-4.332,2.425,5.709,-42.977,TRAVELING
570.0,5732.186,1581.896,3730.919,-4.332,2.425,5.709,-42.977,SENSING
570.0,5732.186,1581.896,3730.919,-4.332,2.425,5.709,-42.977,TRAVELING
571.427,5726.003,1585.347,3739.056,-4.342,2.422,5.703,-42.977,TRAVELING
571.427,5726.003,1585.347,3739.056,-4.342,2.422,5.703,-42.977,SENSING
571.427,5726.003,1585.347,3739.056,-4.342,2.422,5.703,-42.977,TRAVELING
580.0,5688.565,1606.01,3787.769,-4.398,2.407,5.666,-42.977,TRAVELING
580.0,5688.565,1606.01,3787.769,-4.398,2.407,5.666,-42.977,SENSING
580.0,5688.565,1606.01,3787.769,-4.398,2.407,5.666,-42.977,TRAVELING
585.248,5665.413,1618.59,3817.427,-4.432,2.397,5.643,-42.977,TRAVELING
585.248,5665.413,1618.59,3817.427,-4.432,2.397,5.643,-42.977,SENSING
585.248,5665.413,1618.59,3817.427,-4.432,2.397,5.643,-42.977,TRAVELING
630.0,5460.752,1723.76,4065.352,-4.719,2.311,5.44,-42.977,TRAVELING
630.0,5460.752,1723.76,4065.352,-4.719,2.311,5.44,-42.977,SENSING
630.0,5460.752,1723.76,4065.352,-4.719,2.311,5.44,-42.977,TRAVELING
