routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,362
update_state,0.0,0.0,0.0,362
sense_environment,0.081,0.046,0.073,361
update_state_environment,0.0,0.0,0.0,361
get_environment_broadcasts,0.0,0.0,0.0,361
get_agent_broadcasts,0.0,0.0,0.0,361
sense,0.082,0.046,0.074,361
think,0.647,5.69,0.033,361
perform_state_change,0.098,0.173,0.07,221
do,0.12,0.231,0.06,361
perform_measurement,0.032,0.023,0.025,31
perform_wait_for_messages,0.081,0.16,0.057,252
perform_broadcast,0.001,0.0,0.001,1
